Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount
2200,1368,182,2,29776.4,0.1
2201,1369,35,3,29269.09,0.1
2202,1370,144,2,9261.62,0.2
2203,1370,112,3,14176.68,0.05
2204,1370,19,2,13411.65,0.15
2205,1371,9,1,11984.47,0.1
2206,1372,175,1,23206.0,0.2
2207,1373,181,2,40139.53,0.15
2208,1374,194,2,50025.77,0.2
2209,1374,97,1,2156.33,0.15
2210,1375,64,3,43716.56,0.1
2211,1375,133,3,21014.51,0.05
2212,1376,105,1,17777.23,0.15
2213,1376,144,1,9261.62,0.1
2214,1377,57,1,46927.83,0.0
2215,1378,21,1,17242.26,0.15
2216,1379,97,3,2156.33,0.1
2217,1380,157,3,46646.8,0.05
2218,1381,76,3,12285.91,0.2
2219,1382,38,2,45352.89,0.1
2220,1382,182,3,29776.4,0.15
2221,1382,126,2,1621.66,0.0
2222,1383,100,1,15290.28,0.0
2223,1383,84,1,8374.62,0.15
2224,1383,107,1,16984.11,0.1
2225,1384,73,1,49942.04,0.2
2226,1385,131,3,30688.69,0.15
2227,1386,184,1,22608.18,0.0
2228,1386,63,3,33772.34,0.0
2229,1387,39,1,11770.94,0.1
2230,1387,51,2,24437.01,0.15
2231,1388,183,3,15207.74,0.0
2232,1389,57,1,46927.83,0.15
2233,1390,92,2,40516.93,0.15
2234,1391,45,1,26285.18,0.15
2235,1391,173,1,26855.55,0.15
2236,1391,106,2,36075.95,0.2
2237,1392,11,3,26704.67,0.2
2238,1393,142,2,19228.31,0.1
2239,1393,155,2,3806.76,0.1
2240,1393,126,3,1621.66,0.1
2241,1394,167,2,39773.19,0.2
2242,1394,62,3,10449.51,0.1
2243,1395,91,1,19812.47,0.15
2244,1396,65,1,10714.5,0.15
2245,1396,8,2,43782.92,0.15
2246,1397,122,2,11268.33,0.0
2247,1398,39,1,11770.94,0.15
2248,1399,91,1,19812.47,0.1
2249,1400,90,2,37188.84,0.0
2250,1400,52,1,15906.74,0.1
2251,1401,197,3,26851.86,0.05
2252,1401,54,1,11768.03,0.2
2253,1402,9,3,11984.47,0.0
2254,1402,165,3,36704.4,0.1
2255,1403,105,2,17777.23,0.1
2256,1403,96,3,14581.98,0.2
2257,1404,191,2,25668.57,0.1
2258,1405,135,2,6436.82,0.15
2259,1406,88,1,12091.36,0.05
2260,1407,34,1,1910.97,0.0
2261,1407,106,1,36075.95,0.1
2262,1407,111,2,3742.68,0.0
2263,1408,147,1,31001.46,0.0
2264,1408,189,3,24813.39,0.05
2265,1408,21,2,17242.26,0.2
2266,1409,171,1,9250.53,0.2
2267,1409,93,3,34455.75,0.2
2268,1409,108,3,50140.67,0.2
2269,1409,20,3,27656.21,0.15
2270,1410,21,3,17242.26,0.0
2271,1410,23,3,26378.92,0.1
2272,1411,192,2,28177.04,0.1
2273,1412,20,2,27656.21,0.1
2274,1413,109,1,36362.87,0.2
2275,1414,166,3,23654.57,0.15
2276,1414,105,3,17777.23,0.0
2277,1415,119,3,16619.7,0.2
2278,1416,172,3,17664.71,0.15
2279,1417,38,3,45352.89,0.2
2280,1418,96,3,14581.98,0.05
2281,1419,88,3,12091.36,0.2
2282,1420,135,3,6436.82,0.2
2283,1421,184,1,22608.18,0.05
2284,1422,1,1,40696.64,0.2
2285,1422,187,3,24661.99,0.05
2286,1423,74,1,29336.62,0.1
2287,1424,124,3,11084.62,0.05
2288,1425,109,1,36362.87,0.0
2289,1425,45,2,26285.18,0.0
2290,1426,56,1,44872.49,0.2
2291,1427,9,2,11984.47,0.15
2292,1428,63,1,33772.34,0.2
2293,1429,24,2,29603.93,0.2
2294,1429,65,2,10714.5,0.05
2295,1430,77,2,6283.7,0.05
2296,1431,84,3,8374.62,0.1
2297,1432,5,3,4803.48,0.05
2298,1433,58,3,4945.79,0.05
2299,1433,130,2,27639.1,0.0
2300,1433,124,3,11084.62,0.15
2301,1434,128,2,44820.77,0.1
2302,1435,24,1,29603.93,0.1
2303,1436,173,1,26855.55,0.0
2304,1437,132,2,30606.19,0.05
2305,1438,108,2,50140.67,0.2
2306,1439,90,3,37188.84,0.2
2307,1439,54,3,11768.03,0.1
2308,1440,178,2,2898.19,0.2
2309,1440,31,3,41690.09,0.1
2310,1441,160,3,23328.29,0.0
2311,1442,134,3,20156.16,0.0
2312,1442,78,1,22980.54,0.2
2313,1443,85,2,23127.94,0.15
2314,1443,93,2,34455.75,0.2
2315,1443,133,1,21014.51,0.05
2316,1443,29,3,30681.71,0.05
2317,1444,25,2,38481.68,0.2
2318,1444,151,3,22108.82,0.0
2319,1444,57,3,46927.83,0.0
2320,1445,51,1,24437.01,0.1
2321,1445,137,2,13836.35,0.05
2322,1446,181,3,40139.53,0.05
2323,1447,41,1,7052.31,0.2
2324,1448,148,1,21684.4,0.0
2325,1448,119,3,16619.7,0.0
2326,1448,191,1,25668.57,0.0
2327,1449,40,2,25646.78,0.05
2328,1450,23,2,26378.92,0.15
2329,1451,64,1,43716.56,0.1
2330,1452,92,1,40516.93,0.0
2331,1452,93,2,34455.75,0.05
2332,1452,51,1,24437.01,0.05
2333,1453,79,2,18307.97,0.0
2334,1454,137,1,13836.35,0.0
2335,1455,158,2,17342.07,0.2
2336,1455,190,3,25334.25,0.1
2337,1455,105,3,17777.23,0.1
2338,1456,105,3,17777.23,0.15
2339,1457,79,2,18307.97,0.1
2340,1458,143,3,33742.3,0.05
2341,1459,26,2,5340.38,0.2
2342,1459,37,3,29778.23,0.1
2343,1460,15,2,38205.74,0.1
2344,1461,159,1,3070.84,0.0
2345,1461,188,2,43924.5,0.0
2346,1462,192,2,28177.04,0.2
2347,1462,98,1,3308.53,0.0
2348,1462,165,1,36704.4,0.2
2349,1463,41,2,7052.31,0.05
2350,1463,171,3,9250.53,0.0
2351,1464,37,2,29778.23,0.2
2352,1465,39,3,11770.94,0.15
2353,1465,176,2,33751.54,0.15
2354,1465,22,1,36885.18,0.15
2355,1466,146,2,40286.57,0.05
2356,1466,200,1,20299.02,0.2
2357,1467,70,2,18353.81,0.2
2358,1468,182,3,29776.4,0.0
2359,1468,23,1,26378.92,0.1
2360,1469,36,3,39563.63,0.1
2361,1469,170,2,10648.71,0.05
2362,1470,142,2,19228.31,0.0
2363,1470,161,3,42411.41,0.05
2364,1471,8,1,43782.92,0.15
2365,1472,69,3,9019.63,0.15
2366,1472,144,3,9261.62,0.05
2367,1472,87,2,31914.35,0.05
2368,1473,32,3,42924.05,0.1
2369,1473,38,1,45352.89,0.1
2370,1474,184,1,22608.18,0.1
2371,1475,132,1,30606.19,0.05
2372,1475,165,3,36704.4,0.2
2373,1476,98,1,3308.53,0.1
2374,1477,45,2,26285.18,0.0
2375,1477,47,2,44066.13,0.1
2376,1478,123,2,42594.36,0.15
2377,1478,68,3,10784.99,0.2
2378,1479,11,1,26704.67,0.1
2379,1479,184,1,22608.18,0.2
2380,1479,149,3,5864.85,0.2
2381,1480,112,2,14176.68,0.1
2382,1481,25,2,38481.68,0.1
2383,1482,91,1,19812.47,0.05
2384,1482,111,3,3742.68,0.2
2385,1483,131,3,30688.69,0.15
2386,1484,98,2,3308.53,0.2
2387,1484,89,3,48825.23,0.05
2388,1485,100,3,15290.28,0.0
2389,1486,33,1,12098.86,0.2
2390,1487,23,1,26378.92,0.05
2391,1488,3,2,23359.03,0.2
2392,1488,72,2,19963.16,0.15
2393,1489,21,3,17242.26,0.0
2394,1489,193,1,12185.72,0.2
2395,1489,148,1,21684.4,0.05
2396,1490,195,3,24840.62,0.1
2397,1491,134,2,20156.16,0.05
2398,1491,151,3,22108.82,0.05
2399,1491,196,3,6975.02,0.2
2400,1492,19,3,13411.65,0.0
2401,1493,145,3,12372.58,0.0
2402,1494,60,1,10418.46,0.2
2403,1494,79,1,18307.97,0.2
2404,1494,113,2,27795.82,0.0
2405,1495,105,3,17777.23,0.0
2406,1495,122,3,11268.33,0.1
2407,1495,56,3,44872.49,0.05
2408,1496,187,2,24661.99,0.15
2409,1497,143,2,33742.3,0.2
2410,1498,104,3,31127.57,0.15
2411,1498,161,2,42411.41,0.15
2412,1499,39,1,11770.94,0.1
2413,1499,152,3,2563.86,0.2
2414,1500,41,1,7052.31,0.2
2415,1500,135,1,6436.82,0.0
2416,1501,40,1,25646.78,0.1
2417,1502,112,3,14176.68,0.2
2418,1503,138,3,49356.42,0.1
2419,1504,109,2,36362.87,0.15
2420,1504,125,3,6198.59,0.0
2421,1505,103,2,41454.92,0.2
2422,1505,72,1,19963.16,0.15
2423,1506,188,3,43924.5,0.15
2424,1506,72,2,19963.16,0.05
2425,1506,148,1,21684.4,0.05
2426,1506,84,2,8374.62,0.05
2427,1507,123,2,42594.36,0.1
2428,1508,182,3,29776.4,0.05
2429,1508,85,3,23127.94,0.2
2430,1509,138,3,49356.42,0.15
2431,1510,23,3,26378.92,0.1
2432,1510,176,3,33751.54,0.15
2433,1510,17,3,30784.12,0.05
2434,1511,83,1,16031.85,0.0
2435,1512,159,2,3070.84,0.1
2436,1512,127,2,40465.67,0.05
2437,1513,105,2,17777.23,0.1
2438,1514,92,3,40516.93,0.15
2439,1515,29,3,30681.71,0.15
2440,1516,154,2,36128.53,0.05
2441,1517,3,1,23359.03,0.1
2442,1517,13,3,15039.84,0.2
2443,1517,145,1,12372.58,0.0
2444,1518,102,1,1008.25,0.0
2445,1518,50,3,25321.56,0.1
2446,1519,167,1,39773.19,0.05
2447,1519,164,2,42804.34,0.05
2448,1520,72,3,19963.16,0.05
2449,1521,170,3,10648.71,0.05
2450,1522,106,3,36075.95,0.0
2451,1523,134,2,20156.16,0.15
2452,1523,197,3,26851.86,0.0
2453,1524,163,2,35870.08,0.0
2454,1524,130,1,27639.1,0.05
2455,1524,9,2,11984.47,0.2
2456,1525,86,1,8655.62,0.15
2457,1526,96,2,14581.98,0.15
2458,1526,135,3,6436.82,0.15
2459,1527,89,2,48825.23,0.1
2460,1528,5,2,4803.48,0.05
2461,1529,101,3,28858.95,0.15
2462,1529,11,2,26704.67,0.1
2463,1530,104,1,31127.57,0.15
2464,1530,163,1,35870.08,0.0
2465,1530,180,3,21897.02,0.1
2466,1531,102,2,1008.25,0.2
2467,1531,179,3,36065.25,0.0
2468,1532,177,1,4661.0,0.2
2469,1533,90,2,37188.84,0.05
2470,1533,105,3,17777.23,0.1
2471,1534,44,2,30820.13,0.1
2472,1534,22,3,36885.18,0.05
2473,1535,6,2,21794.83,0.15
2474,1535,173,2,26855.55,0.1
2475,1536,23,1,26378.92,0.15
2476,1537,67,1,21572.02,0.2
2477,1538,123,3,42594.36,0.2
2478,1539,192,2,28177.04,0.0
2479,1540,157,1,46646.8,0.15
2480,1541,22,3,36885.18,0.2
2481,1541,171,1,9250.53,0.2
2482,1542,117,2,36095.84,0.1
2483,1543,40,3,25646.78,0.1
2484,1544,79,3,18307.97,0.05
2485,1545,173,1,26855.55,0.15
2486,1546,159,3,3070.84,0.05
2487,1546,139,3,15424.8,0.1
2488,1546,46,3,44085.92,0.2
2489,1547,113,2,27795.82,0.15
2490,1548,200,2,20299.02,0.2
2491,1549,124,2,11084.62,0.1
2492,1549,5,3,4803.48,0.2
2493,1549,93,2,34455.75,0.05
2494,1550,79,2,18307.97,0.2
2495,1550,57,2,46927.83,0.15
2496,1551,106,3,36075.95,0.05
2497,1552,186,2,8577.37,0.2
2498,1552,1,1,40696.64,0.15
2499,1552,150,2,27289.27,0.05
2500,1553,29,2,30681.71,0.05
2501,1554,119,2,16619.7,0.0
2502,1555,170,2,10648.71,0.1
2503,1555,13,2,15039.84,0.15
2504,1555,29,1,30681.71,0.1
2505,1555,32,3,42924.05,0.1
2506,1556,19,3,13411.65,0.1
2507,1557,124,1,11084.62,0.1
2508,1557,35,2,29269.09,0.15
2509,1558,87,1,31914.35,0.05
2510,1558,103,2,41454.92,0.1
2511,1558,66,3,47190.57,0.15
2512,1559,101,3,28858.95,0.1
2513,1560,96,3,14581.98,0.1
2514,1560,120,1,22355.5,0.05
2515,1560,55,1,28833.78,0.2
2516,1561,96,2,14581.98,0.2
2517,1562,199,3,7411.65,0.2
2518,1563,89,3,48825.23,0.2
2519,1563,125,2,6198.59,0.15
2520,1564,129,1,48499.86,0.15
2521,1565,40,3,25646.78,0.1
2522,1566,31,1,41690.09,0.15
2523,1566,199,1,7411.65,0.05
2524,1567,189,3,24813.39,0.1
2525,1568,77,1,6283.7,0.15
2526,1569,103,3,41454.92,0.15
2527,1570,25,3,38481.68,0.15
2528,1570,66,3,47190.57,0.2
2529,1571,178,1,2898.19,0.1
2530,1572,90,3,37188.84,0.1
2531,1573,11,3,26704.67,0.05
2532,1573,133,2,21014.51,0.1
2533,1574,197,2,26851.86,0.0
2534,1575,7,1,30948.06,0.2
2535,1576,26,1,5340.38,0.15
2536,1576,5,2,4803.48,0.2
2537,1577,169,1,5915.86,0.15
2538,1577,11,3,26704.67,0.0
2539,1578,118,2,29041.54,0.2
2540,1578,147,1,31001.46,0.15
2541,1578,166,3,23654.57,0.15
2542,1579,46,2,44085.92,0.1
2543,1579,136,3,42539.86,0.0
2544,1580,181,1,40139.53,0.0
2545,1581,94,1,7289.85,0.2
2546,1581,149,3,5864.85,0.15
2547,1582,174,1,538.14,0.1
2548,1583,110,3,28191.63,0.1
2549,1583,125,3,6198.59,0.2
2550,1583,62,3,10449.51,0.15
2551,1583,95,1,26129.21,0.15
2552,1584,33,1,12098.86,0.2
2553,1585,70,1,18353.81,0.05
2554,1586,89,1,48825.23,0.05
2555,1587,20,1,27656.21,0.0
2556,1587,70,3,18353.81,0.15
2557,1588,80,3,19270.14,0.1
2558,1588,43,3,51003.27,0.05
2559,1588,127,2,40465.67,0.15
2560,1589,58,3,4945.79,0.2
2561,1589,81,2,23072.5,0.15
2562,1589,123,1,42594.36,0.1
2563,1590,6,1,21794.83,0.0
2564,1591,117,3,36095.84,0.05
2565,1591,173,2,26855.55,0.15
2566,1592,144,2,9261.62,0.0
2567,1592,40,3,25646.78,0.05
2568,1593,88,1,12091.36,0.15
2569,1593,47,3,44066.13,0.1
2570,1593,172,3,17664.71,0.0
2571,1593,107,1,16984.11,0.2
2572,1594,134,3,20156.16,0.0
2573,1594,100,1,15290.28,0.05
2574,1594,110,3,28191.63,0.05
2575,1595,43,3,51003.27,0.05
2576,1595,20,2,27656.21,0.05
2577,1595,68,2,10784.99,0.0
2578,1596,150,3,27289.27,0.2
2579,1596,126,1,1621.66,0.1
2580,1596,165,3,36704.4,0.1
2581,1597,195,2,24840.62,0.15
2582,1598,162,2,48984.46,0.05
2583,1598,70,1,18353.81,0.1
2584,1598,97,3,2156.33,0.1
2585,1599,20,1,27656.21,0.2
2586,1600,198,3,26983.92,0.2
2587,1601,196,2,6975.02,0.0
2588,1601,179,1,36065.25,0.15
2589,1602,49,3,26129.96,0.1
2590,1602,131,1,30688.69,0.0
2591,1602,5,1,4803.48,0.2
2592,1603,165,1,36704.4,0.2
2593,1603,139,1,15424.8,0.15
2594,1604,185,3,25661.22,0.1
2595,1604,110,1,28191.63,0.2
2596,1605,72,1,19963.16,0.1
2597,1605,128,2,44820.77,0.05
2598,1606,20,2,27656.21,0.2
2599,1607,63,2,33772.34,0.1
2600,1608,25,1,38481.68,0.2
2601,1608,29,1,30681.71,0.15
2602,1608,48,1,18097.56,0.05
2603,1608,114,1,41748.5,0.2
2604,1609,200,2,20299.02,0.1
2605,1610,124,1,11084.62,0.2
2606,1611,108,3,50140.67,0.15
2607,1612,140,1,30777.61,0.15
2608,1613,190,3,25334.25,0.1
2609,1614,108,3,50140.67,0.15
2610,1615,17,2,30784.12,0.05
2611,1615,163,1,35870.08,0.15
2612,1616,73,3,49942.04,0.2
2613,1617,102,1,1008.25,0.1
2614,1617,144,1,9261.62,0.2
2615,1618,148,1,21684.4,0.0
2616,1619,172,1,17664.71,0.15
2617,1620,168,2,2470.72,0.1
2618,1620,85,3,23127.94,0.15
2619,1621,28,3,18136.06,0.2
2620,1622,10,2,18200.22,0.05
2621,1623,6,2,21794.83,0.2
2622,1623,100,1,15290.28,0.2
2623,1624,193,3,12185.72,0.0
2624,1624,125,1,6198.59,0.1
2625,1625,170,1,10648.71,0.2
2626,1626,14,1,10524.66,0.2
2627,1627,96,3,14581.98,0.2
2628,1628,102,3,1008.25,0.05
2629,1629,119,2,16619.7,0.1
2630,1629,3,1,23359.03,0.0
2631,1630,64,1,43716.56,0.15
2632,1630,18,3,5102.7,0.05
2633,1630,154,2,36128.53,0.05
2634,1631,1,1,40696.64,0.05
2635,1632,147,3,31001.46,0.0
2636,1633,131,2,30688.69,0.1
2637,1633,117,3,36095.84,0.0
2638,1634,155,1,3806.76,0.05
2639,1635,95,1,26129.21,0.2
2640,1635,140,2,30777.61,0.05
2641,1636,160,1,23328.29,0.0
2642,1636,164,2,42804.34,0.1
2643,1637,84,1,8374.62,0.15
2644,1638,65,2,10714.5,0.2
2645,1639,177,3,4661.0,0.1
2646,1640,42,3,35391.16,0.0
2647,1641,196,1,6975.02,0.05
2648,1642,63,3,33772.34,0.1
2649,1642,49,2,26129.96,0.2
2650,1642,23,3,26378.92,0.2
2651,1643,145,1,12372.58,0.05
2652,1643,149,2,5864.85,0.2
2653,1644,127,2,40465.67,0.0
2654,1645,180,1,21897.02,0.1
2655,1645,7,2,30948.06,0.2
2656,1645,50,2,25321.56,0.0
2657,1646,78,2,22980.54,0.15
2658,1646,19,1,13411.65,0.1
2659,1646,34,1,1910.97,0.15
2660,1647,60,3,10418.46,0.2
2661,1648,54,2,11768.03,0.15
2662,1648,62,3,10449.51,0.1
2663,1649,143,2,33742.3,0.15
2664,1650,171,2,9250.53,0.0
2665,1651,72,1,19963.16,0.1
2666,1652,168,3,2470.72,0.2
2667,1653,117,3,36095.84,0.05
2668,1653,174,1,538.14,0.15
2669,1654,12,1,20855.6,0.05
2670,1654,59,2,34215.94,0.2
2671,1655,192,3,28177.04,0.15
2672,1655,185,2,25661.22,0.15
2673,1656,68,1,10784.99,0.1
2674,1656,88,3,12091.36,0.1
2675,1656,30,3,8833.65,0.0
2676,1657,180,3,21897.02,0.05
2677,1657,113,1,27795.82,0.2
2678,1658,89,2,48825.23,0.0
2679,1659,75,1,40963.99,0.15
2680,1659,42,3,35391.16,0.2
2681,1659,124,2,11084.62,0.2
2682,1660,77,2,6283.7,0.0
2683,1660,123,1,42594.36,0.0
2684,1661,148,2,21684.4,0.15
2685,1662,116,2,8921.83,0.1
2686,1663,90,2,37188.84,0.15
2687,1663,108,1,50140.67,0.2
2688,1664,117,1,36095.84,0.15
2689,1664,39,3,11770.94,0.2
2690,1665,130,2,27639.1,0.1
2691,1666,175,1,23206.0,0.2
2692,1666,7,1,30948.06,0.2
2693,1666,195,3,24840.62,0.1
2694,1667,98,3,3308.53,0.15
2695,1667,136,1,42539.86,0.15
2696,1667,90,2,37188.84,0.2
2697,1668,47,3,44066.13,0.15
2698,1668,167,1,39773.19,0.05
2699,1669,105,3,17777.23,0.15
2700,1670,197,2,26851.86,0.15
2701,1671,113,2,27795.82,0.0
2702,1671,153,3,42981.95,0.05
2703,1671,96,3,14581.98,0.2
2704,1672,105,1,17777.23,0.15
2705,1672,37,2,29778.23,0.2
2706,1672,97,1,2156.33,0.15
2707,1673,22,1,36885.18,0.15
2708,1674,92,1,40516.93,0.2
2709,1674,32,3,42924.05,0.15
2710,1675,170,1,10648.71,0.15
2711,1676,168,1,2470.72,0.1
2712,1677,60,1,10418.46,0.05
2713,1678,37,1,29778.23,0.2
2714,1679,59,2,34215.94,0.15
2715,1679,65,1,10714.5,0.15
2716,1680,8,3,43782.92,0.1
2717,1680,97,3,2156.33,0.05
2718,1681,1,3,40696.64,0.1
2719,1681,103,3,41454.92,0.05
2720,1682,113,3,27795.82,0.15
2721,1683,36,3,39563.63,0.1
2722,1684,130,2,27639.1,0.05
2723,1685,13,1,15039.84,0.15
2724,1686,68,3,10784.99,0.1
2725,1686,65,2,10714.5,0.2
2726,1686,136,2,42539.86,0.1
2727,1687,30,3,8833.65,0.2
2728,1688,66,2,47190.57,0.1
2729,1688,43,2,51003.27,0.05
2730,1689,2,2,40309.91,0.05
2731,1690,106,2,36075.95,0.1
2732,1690,195,1,24840.62,0.15
2733,1690,78,3,22980.54,0.15
2734,1690,34,3,1910.97,0.2
2735,1691,115,2,31652.31,0.0
2736,1691,140,3,30777.61,0.05
2737,1692,185,3,25661.22,0.05
2738,1693,64,1,43716.56,0.15
2739,1694,24,3,29603.93,0.1
2740,1695,107,3,16984.11,0.2
2741,1695,54,3,11768.03,0.05
2742,1696,121,3,28507.38,0.2
2743,1697,41,2,7052.31,0.05
2744,1697,133,3,21014.51,0.0
2745,1698,41,2,7052.31,0.2
2746,1699,105,1,17777.23,0.2
2747,1700,122,3,11268.33,0.15
2748,1700,171,2,9250.53,0.1
2749,1701,3,1,23359.03,0.05
2750,1702,139,3,15424.8,0.0
2751,1702,143,2,33742.3,0.0
2752,1703,21,3,17242.26,0.0
2753,1704,125,2,6198.59,0.1
2754,1705,39,1,11770.94,0.05
2755,1705,6,3,21794.83,0.0
2756,1706,126,2,1621.66,0.1
2757,1707,70,1,18353.81,0.15
2758,1708,128,3,44820.77,0.05
2759,1709,179,1,36065.25,0.1
2760,1709,18,2,5102.7,0.15
2761,1710,120,2,22355.5,0.0
2762,1711,92,2,40516.93,0.2
2763,1711,44,2,30820.13,0.1
2764,1712,14,1,10524.66,0.15
2765,1713,137,2,13836.35,0.1
2766,1714,49,1,26129.96,0.2
2767,1714,52,2,15906.74,0.2
2768,1715,37,3,29778.23,0.05
2769,1715,61,2,20943.29,0.2
2770,1715,177,3,4661.0,0.0
2771,1716,23,2,26378.92,0.1
2772,1717,153,1,42981.95,0.05
2773,1718,125,1,6198.59,0.1
2774,1719,137,3,13836.35,0.0
2775,1719,88,3,12091.36,0.15
2776,1720,94,1,7289.85,0.0
2777,1721,128,2,44820.77,0.05
2778,1721,156,1,15379.26,0.2
2779,1722,19,3,13411.65,0.05
2780,1723,144,1,9261.62,0.2
2781,1724,91,1,19812.47,0.05
2782,1724,33,3,12098.86,0.05
2783,1725,116,3,8921.83,0.05
2784,1725,1,2,40696.64,0.2
2785,1725,69,2,9019.63,0.2
2786,1726,27,2,39548.82,0.2
2787,1727,162,1,48984.46,0.0
2788,1727,96,2,14581.98,0.05
2789,1727,83,3,16031.85,0.15
2790,1728,154,1,36128.53,0.0
2791,1729,120,2,22355.5,0.0
2792,1729,86,2,8655.62,0.05
2793,1729,118,2,29041.54,0.2
2794,1730,61,2,20943.29,0.05
2795,1730,150,2,27289.27,0.05
2796,1731,21,3,17242.26,0.2
2797,1732,18,1,5102.7,0.1
2798,1733,121,2,28507.38,0.05
2799,1733,187,3,24661.99,0.15
2800,1734,119,1,16619.7,0.1
2801,1734,123,2,42594.36,0.05
2802,1735,51,2,24437.01,0.1
2803,1735,162,3,48984.46,0.15
2804,1736,43,3,51003.27,0.15
2805,1737,29,2,30681.71,0.15
2806,1738,79,3,18307.97,0.0
2807,1738,58,1,4945.79,0.2
2808,1739,13,2,15039.84,0.2
2809,1739,196,3,6975.02,0.0
2810,1739,58,3,4945.79,0.1
2811,1740,121,3,28507.38,0.15
2812,1741,161,1,42411.41,0.2
2813,1741,8,2,43782.92,0.0
2814,1741,185,3,25661.22,0.0
2815,1742,91,2,19812.47,0.05
2816,1743,33,2,12098.86,0.05
2817,1744,178,3,2898.19,0.05
2818,1745,67,3,21572.02,0.05
2819,1746,57,1,46927.83,0.0
2820,1746,106,3,36075.95,0.0
2821,1746,154,3,36128.53,0.1
2822,1747,162,3,48984.46,0.1
2823,1747,16,1,23743.03,0.15
2824,1747,26,1,5340.38,0.0
2825,1748,30,1,8833.65,0.05
2826,1748,193,2,12185.72,0.1
2827,1748,118,1,29041.54,0.1
2828,1749,85,2,23127.94,0.2
2829,1750,4,1,41885.03,0.2
2830,1750,3,2,23359.03,0.05
2831,1750,163,3,35870.08,0.05
2832,1751,85,3,23127.94,0.2
2833,1752,70,1,18353.81,0.2
2834,1752,115,3,31652.31,0.05
2835,1752,79,3,18307.97,0.1
2836,1752,42,3,35391.16,0.15
2837,1753,178,2,2898.19,0.0
2838,1753,124,2,11084.62,0.05
2839,1754,6,2,21794.83,0.05
2840,1754,44,3,30820.13,0.1
2841,1754,43,2,51003.27,0.05
2842,1755,3,1,23359.03,0.05
2843,1756,145,1,12372.58,0.2
2844,1757,163,1,35870.08,0.15
2845,1758,117,2,36095.84,0.0
2846,1759,166,1,23654.57,0.15
2847,1759,80,3,19270.14,0.15
2848,1759,78,1,22980.54,0.1
2849,1760,169,1,5915.86,0.1
2850,1761,64,1,43716.56,0.15
2851,1762,154,3,36128.53,0.0
2852,1762,37,3,29778.23,0.15
2853,1763,94,2,7289.85,0.2
2854,1764,51,2,24437.01,0.05
2855,1765,103,1,41454.92,0.1
2856,1765,151,2,22108.82,0.05
2857,1766,172,1,17664.71,0.1
2858,1766,152,1,2563.86,0.2
2859,1767,178,1,2898.19,0.1
2860,1768,64,3,43716.56,0.0
2861,1769,64,1,43716.56,0.1
2862,1769,6,2,21794.83,0.05
2863,1769,124,3,11084.62,0.05
2864,1770,59,2,34215.94,0.1
2865,1771,46,1,44085.92,0.1
2866,1772,65,3,10714.5,0.2
2867,1772,6,3,21794.83,0.1
2868,1773,118,1,29041.54,0.0
2869,1774,89,1,48825.23,0.1
2870,1775,103,1,41454.92,0.05
2871,1775,13,2,15039.84,0.0
2872,1775,33,1,12098.86,0.15
2873,1776,94,2,7289.85,0.2
2874,1776,92,2,40516.93,0.0
2875,1777,69,3,9019.63,0.0
2876,1777,163,2,35870.08,0.05
2877,1778,166,3,23654.57,0.1
2878,1779,101,1,28858.95,0.2
2879,1779,79,3,18307.97,0.05
2880,1779,19,2,13411.65,0.1
2881,1780,34,3,1910.97,0.0
2882,1780,83,2,16031.85,0.2
2883,1780,60,1,10418.46,0.2
2884,1781,64,3,43716.56,0.1
2885,1782,90,1,37188.84,0.1
2886,1782,184,3,22608.18,0.1
2887,1782,191,1,25668.57,0.2
2888,1783,121,2,28507.38,0.15
2889,1783,29,2,30681.71,0.1
2890,1784,32,2,42924.05,0.15
2891,1785,45,3,26285.18,0.05
2892,1785,132,2,30606.19,0.15
2893,1786,111,1,3742.68,0.15
2894,1787,20,3,27656.21,0.2
2895,1788,184,1,22608.18,0.1
2896,1788,111,1,3742.68,0.0
2897,1789,1,1,40696.64,0.1
2898,1789,118,1,29041.54,0.1
2899,1789,112,1,14176.68,0.0
2900,1790,144,3,9261.62,0.15
2901,1791,92,3,40516.93,0.15
2902,1792,118,2,29041.54,0.05
2903,1792,20,3,27656.21,0.05
2904,1793,109,3,36362.87,0.0
2905,1793,7,3,30948.06,0.2
2906,1794,12,1,20855.6,0.1
2907,1795,107,1,16984.11,0.0
2908,1795,188,3,43924.5,0.05
2909,1796,125,3,6198.59,0.2
2910,1796,132,3,30606.19,0.0
2911,1797,54,1,11768.03,0.1
2912,1798,101,1,28858.95,0.15
2913,1798,169,1,5915.86,0.2
2914,1799,105,3,17777.23,0.15
2915,1800,188,1,43924.5,0.2
2916,1800,91,3,19812.47,0.1
2917,1801,153,3,42981.95,0.0
2918,1801,12,3,20855.6,0.2
2919,1801,90,2,37188.84,0.1
2920,1802,195,2,24840.62,0.15
2921,1802,143,1,33742.3,0.2
2922,1802,138,1,49356.42,0.0
2923,1802,42,2,35391.16,0.05
2924,1803,41,3,7052.31,0.2
2925,1803,1,1,40696.64,0.1
2926,1804,162,1,48984.46,0.15
2927,1805,108,2,50140.67,0.0
2928,1806,58,3,4945.79,0.0
2929,1807,57,2,46927.83,0.2
2930,1807,13,2,15039.84,0.2
2931,1807,197,3,26851.86,0.2
2932,1808,146,1,40286.57,0.1
2933,1808,96,2,14581.98,0.1
2934,1809,53,2,50251.89,0.0
