Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Shipment_Status
1251,1251,2025-01-30,2025-02-06,Delivered
1252,1252,2025-11-14,2025-11-18,Returned
1253,1253,2024-05-09,2024-05-16,Delivered
1254,1254,2025-10-12,2025-10-19,Delivered
1255,1255,,,Cancelled
1256,1256,2025-08-15,2025-08-19,Delivered
1257,1257,2025-01-22,2025-01-25,Delivered
1258,1258,2025-01-27,2025-02-03,Delivered
1259,1259,2025-03-26,2025-04-01,Delivered
1260,1260,2024-10-26,2024-10-30,Delivered
1261,1261,2025-08-30,2025-09-06,Delivered
1262,1262,2025-08-12,2025-08-21,Delivered
1263,1263,2025-01-25,2025-01-28,Delivered
1264,1264,2024-03-06,2024-03-11,Delivered
1265,1265,2025-02-04,2025-02-07,Delivered
1266,1266,2025-11-27,2025-12-02,Delivered
1267,1267,2025-08-30,2025-09-05,Delivered
1268,1268,2025-07-08,2025-07-14,Delivered
1269,1269,2024-10-31,2024-11-07,Delivered
1270,1270,2024-05-31,2024-06-06,Delivered
1271,1271,2025-11-14,2025-11-18,Delivered
1272,1272,2024-11-13,2024-11-18,Returned
1273,1273,2024-10-10,2024-10-15,Delivered
1274,1274,2024-08-11,2024-08-15,Delivered
1275,1275,2025-01-21,2025-01-24,Returned
1276,1276,2024-06-07,2024-06-11,Delivered
1277,1277,2024-08-21,2024-08-26,Delivered
1278,1278,2024-07-04,2024-07-09,Delivered
1279,1279,2025-11-09,2025-11-15,Returned
1280,1280,2025-02-06,2025-02-11,Delivered
1281,1281,2024-12-24,2024-12-30,Delivered
1282,1282,2024-10-19,2024-10-21,Delivered
1283,1283,2025-12-21,2025-12-27,Delivered
1284,1284,,,Cancelled
1285,1285,2025-12-29,2026-01-03,Delivered
1286,1286,2025-08-16,2025-08-20,Delivered
1287,1287,2024-10-27,2024-11-03,Delivered
1288,1288,2024-07-22,2024-07-26,Delivered
1289,1289,2025-08-15,2025-08-19,Delivered
1290,1290,2024-06-03,2024-06-12,Returned
1291,1291,2025-11-29,2025-12-06,Returned
1292,1292,2025-01-01,2025-01-05,Delivered
1293,1293,2024-05-02,2024-05-05,Delivered
1294,1294,2025-03-23,2025-03-29,Delivered
1295,1295,2024-09-10,2024-09-14,Delivered
1296,1296,2025-05-16,2025-05-23,Delivered
1297,1297,2024-06-27,2024-06-29,Delivered
1298,1298,2025-12-11,2025-12-15,Delivered
1299,1299,2025-04-20,2025-04-25,Delivered
1300,1300,2025-10-31,2025-11-06,Delivered
1301,1301,2024-04-30,2024-05-06,Delivered
1302,1302,2025-11-16,2025-11-21,Delivered
1303,1303,2025-08-11,2025-08-15,Delivered
1304,1304,2024-04-08,2024-04-13,Delivered
1305,1305,2025-10-25,2025-10-30,Delivered
1306,1306,2024-05-10,2024-05-14,Delivered
1307,1307,2025-07-07,2025-07-11,Delivered
1308,1308,2024-01-23,2024-01-27,Delivered
1309,1309,2025-06-28,2025-07-01,Delivered
1310,1310,2025-08-24,2025-08-31,Delivered
1311,1311,2025-10-31,2025-11-03,Delivered
1312,1312,2025-11-07,2025-11-09,Delivered
1313,1313,2025-12-15,2025-12-21,Delivered
1314,1314,2024-11-18,2024-11-20,Delivered
1315,1315,2024-08-01,2024-08-10,Delivered
1316,1316,2024-09-20,2024-09-23,Delivered
1317,1317,2025-06-03,2025-06-06,Delivered
1318,1318,2024-06-27,2024-07-01,Returned
1319,1319,2024-01-03,2024-01-08,Delivered
1320,1320,2025-06-18,2025-06-21,Delivered
1321,1321,2024-05-26,2024-05-30,Delivered
1322,1322,2025-06-20,2025-06-29,Delivered
1323,1323,2024-08-05,2024-08-11,Delivered
1324,1324,2024-02-16,2024-02-21,Delivered
1325,1325,2024-11-04,2024-11-08,Returned
1326,1326,2025-07-21,2025-07-25,Delivered
1327,1327,2024-05-12,2024-05-14,Delivered
1328,1328,2025-07-20,2025-07-24,Delivered
1329,1329,2024-06-18,2024-06-24,Delivered
1330,1330,2024-09-18,2024-09-22,Delivered
1331,1331,2024-05-29,2024-06-03,Delivered
1332,1332,2024-10-03,2024-10-09,Delivered
1333,1333,2025-01-19,2025-01-24,Delivered
1334,1334,2025-06-10,2025-06-12,Delivered
1335,1335,2024-06-07,2024-06-10,Returned
1336,1336,2025-01-26,2025-01-31,Returned
1337,1337,2024-03-22,2024-03-27,Delivered
1338,1338,2025-12-02,2025-12-08,Delivered
1339,1339,2025-10-19,2025-10-24,Delivered
1340,1340,,,Cancelled
1341,1341,2024-10-10,2024-10-16,Delivered
1342,1342,2024-08-17,2024-08-24,Returned
1343,1343,2024-05-08,2024-05-10,Delivered
1344,1344,,,Cancelled
1345,1345,2024-04-10,2024-04-19,Delivered
1346,1346,2024-10-17,2024-10-21,Delivered
1347,1347,2024-02-21,2024-02-25,Delivered
1348,1348,2025-02-03,2025-02-08,Delivered
1349,1349,2025-11-26,2025-11-29,Delivered
1350,1350,2025-02-19,2025-02-24,Delivered
1351,1351,2024-01-13,2024-01-17,Delivered
1352,1352,2025-11-06,2025-11-09,Delivered
1353,1353,,,Cancelled
1354,1354,2025-01-16,2025-01-22,Delivered
1355,1355,2025-09-18,2025-09-24,Delivered
1356,1356,2025-03-28,2025-03-31,Delivered
1357,1357,2024-10-22,2024-10-29,Returned
1358,1358,2024-08-25,2024-08-30,Delivered
1359,1359,2024-11-11,2024-11-17,Delivered
1360,1360,2024-04-04,2024-04-07,Delivered
1361,1361,2024-09-03,2024-09-07,Delivered
1362,1362,2024-03-29,2024-04-01,Delivered
1363,1363,2025-05-22,2025-05-26,Returned
1364,1364,2025-11-25,2025-12-02,Returned
1365,1365,2025-05-07,2025-05-10,Delivered
1366,1366,2025-06-30,2025-07-04,Delivered
1367,1367,,,Cancelled
1368,1368,2024-01-10,2024-01-14,Delivered
1369,1369,2024-12-20,2024-12-22,Returned
1370,1370,2025-06-27,2025-06-29,Delivered
1371,1371,2025-04-06,2025-04-09,Delivered
1372,1372,2025-06-21,2025-06-23,Delivered
1373,1373,2024-05-18,2024-05-23,Delivered
1374,1374,2025-03-11,2025-03-17,Delivered
1375,1375,,,Cancelled
1376,1376,2025-07-07,2025-07-12,Delivered
1377,1377,2024-10-28,2024-11-01,Delivered
1378,1378,2025-10-09,2025-10-16,Delivered
1379,1379,2024-11-11,2024-11-16,Delivered
1380,1380,,,Cancelled
1381,1381,2025-05-17,2025-05-26,Delivered
1382,1382,2025-04-17,2025-04-20,Delivered
1383,1383,,,Cancelled
1384,1384,2025-02-16,2025-02-19,Delivered
1385,1385,2025-05-21,2025-05-26,Delivered
1386,1386,2024-06-08,2024-06-10,Delivered
1387,1387,2024-01-09,2024-01-12,Delivered
1388,1388,2024-08-21,2024-08-25,Delivered
1389,1389,,,Cancelled
1390,1390,2024-10-05,2024-10-07,Returned
1391,1391,2025-03-26,2025-03-29,Delivered
1392,1392,2025-03-22,2025-03-29,Delivered
1393,1393,2025-12-29,2026-01-05,Delivered
1394,1394,2024-02-13,2024-02-17,Delivered
1395,1395,2024-12-07,2024-12-11,Delivered
1396,1396,2025-05-07,2025-05-09,Returned
1397,1397,2025-03-08,2025-03-17,Delivered
1398,1398,2025-11-30,2025-12-07,Delivered
1399,1399,2025-02-15,2025-02-19,Delivered
1400,1400,2025-02-03,2025-02-07,Delivered
1401,1401,2024-01-24,2024-01-29,Delivered
1402,1402,2024-01-15,2024-01-19,Delivered
1403,1403,2024-12-18,2024-12-22,Returned
1404,1404,2024-01-10,2024-01-15,Delivered
1405,1405,2025-05-14,2025-05-17,Delivered
1406,1406,2025-09-27,2025-10-01,Delivered
1407,1407,2024-09-14,2024-09-18,Delivered
1408,1408,2024-09-28,2024-09-30,Delivered
1409,1409,2025-03-17,2025-03-24,Delivered
1410,1410,2024-04-17,2024-04-20,Delivered
1411,1411,2024-07-05,2024-07-12,Returned
1412,1412,2025-10-08,2025-10-14,Delivered
1413,1413,2024-05-16,2024-05-18,Delivered
1414,1414,2024-06-01,2024-06-03,Delivered
1415,1415,2024-04-05,2024-04-08,Delivered
1416,1416,2024-11-11,2024-11-15,Delivered
1417,1417,2024-08-17,2024-08-22,Delivered
1418,1418,2025-06-09,2025-06-13,Delivered
1419,1419,2024-04-25,2024-05-01,Delivered
1420,1420,2024-12-27,2024-12-31,Delivered
1421,1421,2024-02-21,2024-02-23,Delivered
1422,1422,2025-11-08,2025-11-11,Delivered
1423,1423,,,Cancelled
1424,1424,2025-03-19,2025-03-25,Delivered
1425,1425,2025-01-08,2025-01-11,Delivered
1426,1426,2025-11-18,2025-11-22,Delivered
1427,1427,2024-05-15,2024-05-18,Delivered
1428,1428,2025-01-08,2025-01-10,Delivered
1429,1429,2025-09-13,2025-09-16,Delivered
1430,1430,2024-08-04,2024-08-09,Delivered
1431,1431,2024-04-21,2024-04-24,Delivered
1432,1432,2024-05-05,2024-05-10,Delivered
1433,1433,2025-11-02,2025-11-08,Delivered
1434,1434,2024-04-13,2024-04-15,Returned
1435,1435,2024-12-19,2024-12-26,Delivered
1436,1436,2024-07-28,2024-07-31,Delivered
1437,1437,2024-05-13,2024-05-16,Delivered
1438,1438,2024-09-18,2024-09-22,Returned
1439,1439,2025-01-10,2025-01-16,Delivered
1440,1440,2025-03-23,2025-03-26,Delivered
1441,1441,2025-06-01,2025-06-03,Delivered
1442,1442,2025-12-15,2025-12-18,Delivered
1443,1443,2025-08-05,2025-08-10,Delivered
1444,1444,2024-07-14,2024-07-18,Delivered
1445,1445,,,Cancelled
1446,1446,2024-03-19,2024-03-28,Delivered
1447,1447,2025-01-29,2025-02-07,Delivered
1448,1448,2025-09-15,2025-09-21,Delivered
1449,1449,2024-06-15,2024-06-17,Delivered
1450,1450,2024-01-13,2024-01-18,Delivered
1451,1451,2025-06-24,2025-06-30,Delivered
1452,1452,2024-11-02,2024-11-04,Delivered
1453,1453,2024-06-25,2024-07-02,Delivered
1454,1454,2024-10-26,2024-11-04,Delivered
1455,1455,2024-10-12,2024-10-15,Delivered
1456,1456,2024-02-25,2024-03-01,Returned
1457,1457,2024-08-04,2024-08-09,Delivered
1458,1458,2024-12-23,2024-12-26,Delivered
1459,1459,2024-12-01,2024-12-10,Returned
1460,1460,2025-07-17,2025-07-24,Delivered
1461,1461,2025-09-20,2025-09-24,Delivered
1462,1462,,,Cancelled
1463,1463,2024-10-16,2024-10-22,Delivered
1464,1464,2025-07-05,2025-07-14,Returned
1465,1465,2025-08-23,2025-08-26,Delivered
1466,1466,2025-01-28,2025-02-06,Delivered
1467,1467,2025-10-14,2025-10-17,Delivered
1468,1468,2025-03-31,2025-04-06,Delivered
1469,1469,2025-08-19,2025-08-21,Delivered
1470,1470,2025-02-09,2025-02-13,Delivered
1471,1471,2025-03-21,2025-03-27,Delivered
1472,1472,2024-04-06,2024-04-10,Delivered
1473,1473,2024-07-02,2024-07-07,Delivered
1474,1474,2024-07-05,2024-07-09,Delivered
1475,1475,2024-06-17,2024-06-21,Delivered
1476,1476,2025-09-15,2025-09-19,Delivered
1477,1477,2025-03-14,2025-03-17,Delivered
1478,1478,2025-02-19,2025-02-24,Delivered
1479,1479,2024-01-14,2024-01-18,Delivered
1480,1480,,,Cancelled
1481,1481,2025-10-22,2025-10-24,Delivered
1482,1482,2024-03-27,2024-04-01,Delivered
1483,1483,2025-09-07,2025-09-10,Delivered
1484,1484,2024-04-21,2024-04-25,Delivered
1485,1485,2025-12-26,2025-12-29,Delivered
1486,1486,2025-07-31,2025-08-04,Delivered
1487,1487,2024-12-06,2024-12-13,Delivered
1488,1488,2025-07-11,2025-07-15,Delivered
1489,1489,,,Cancelled
1490,1490,2025-07-12,2025-07-17,Delivered
1491,1491,2025-03-04,2025-03-10,Delivered
1492,1492,2024-01-28,2024-01-31,Delivered
1493,1493,2024-12-29,2025-01-07,Delivered
1494,1494,2025-12-04,2025-12-10,Delivered
1495,1495,2024-04-26,2024-05-02,Delivered
1496,1496,2024-08-20,2024-08-27,Returned
1497,1497,2025-01-03,2025-01-05,Delivered
1498,1498,,,Cancelled
1499,1499,2024-06-05,2024-06-08,Delivered
1500,1500,2025-09-08,2025-09-13,Delivered
1501,1501,2025-11-15,2025-11-21,Delivered
1502,1502,,,Cancelled
1503,1503,2025-05-28,2025-06-02,Delivered
1504,1504,2026-01-01,2026-01-06,Delivered
1505,1505,2024-06-04,2024-06-07,Delivered
1506,1506,2025-02-06,2025-02-11,Delivered
1507,1507,2025-05-06,2025-05-09,Delivered
1508,1508,2024-10-15,2024-10-18,Delivered
1509,1509,2024-07-06,2024-07-10,Delivered
1510,1510,2025-03-12,2025-03-15,Delivered
1511,1511,2025-09-10,2025-09-12,Delivered
1512,1512,2025-11-03,2025-11-07,Delivered
1513,1513,2025-05-27,2025-05-30,Delivered
1514,1514,2025-07-06,2025-07-15,Delivered
1515,1515,2025-03-10,2025-03-15,Delivered
1516,1516,2024-08-14,2024-08-21,Delivered
1517,1517,2024-01-04,2024-01-13,Returned
1518,1518,2025-01-07,2025-01-10,Delivered
1519,1519,,,Cancelled
1520,1520,2024-05-23,2024-06-01,Delivered
1521,1521,2025-07-20,2025-07-23,Delivered
1522,1522,2024-08-19,2024-08-22,Delivered
1523,1523,2025-12-16,2025-12-21,Delivered
1524,1524,2024-01-29,2024-02-02,Returned
1525,1525,2024-02-26,2024-02-29,Delivered
1526,1526,,,Cancelled
1527,1527,2024-06-12,2024-06-15,Delivered
1528,1528,2024-03-23,2024-04-01,Delivered
1529,1529,2025-03-05,2025-03-11,Delivered
1530,1530,2024-05-26,2024-05-29,Delivered
1531,1531,2024-11-04,2024-11-09,Delivered
1532,1532,2025-04-01,2025-04-04,Delivered
1533,1533,2024-04-25,2024-04-30,Delivered
1534,1534,2024-02-04,2024-02-08,Delivered
1535,1535,2024-06-14,2024-06-17,Delivered
1536,1536,2025-11-28,2025-11-30,Delivered
1537,1537,2024-09-23,2024-09-28,Delivered
1538,1538,2024-08-23,2024-08-28,Returned
1539,1539,2024-04-06,2024-04-11,Delivered
1540,1540,2024-05-09,2024-05-15,Delivered
1541,1541,2024-02-28,2024-03-02,Delivered
1542,1542,,,Cancelled
1543,1543,2025-12-11,2025-12-16,Delivered
1544,1544,,,Cancelled
1545,1545,2024-02-27,2024-03-01,Delivered
1546,1546,2024-10-05,2024-10-10,Delivered
1547,1547,2025-09-10,2025-09-13,Delivered
1548,1548,2024-06-17,2024-06-20,Delivered
1549,1549,2025-09-06,2025-09-10,Delivered
1550,1550,2024-07-12,2024-07-18,Delivered
1551,1551,2024-02-06,2024-02-11,Delivered
1552,1552,2025-08-03,2025-08-07,Delivered
1553,1553,2025-05-12,2025-05-16,Delivered
1554,1554,2024-11-15,2024-11-19,Returned
1555,1555,2024-10-17,2024-10-22,Delivered
1556,1556,2025-02-07,2025-02-11,Delivered
1557,1557,2025-12-22,2025-12-26,Delivered
1558,1558,2025-06-01,2025-06-07,Delivered
1559,1559,2024-06-03,2024-06-06,Delivered
1560,1560,,,Cancelled
1561,1561,2024-10-26,2024-11-02,Delivered
1562,1562,2024-03-22,2024-03-24,Delivered
1563,1563,2024-08-26,2024-08-31,Delivered
1564,1564,2024-05-26,2024-05-30,Delivered
1565,1565,2025-05-29,2025-06-01,Returned
1566,1566,2025-10-31,2025-11-04,Returned
1567,1567,2025-04-05,2025-04-08,Delivered
1568,1568,2025-10-03,2025-10-06,Delivered
1569,1569,2025-12-01,2025-12-05,Delivered
1570,1570,2025-09-15,2025-09-18,Returned
1571,1571,2025-10-07,2025-10-14,Delivered
1572,1572,2024-05-29,2024-06-07,Delivered
1573,1573,2024-03-31,2024-04-02,Delivered
1574,1574,2024-06-24,2024-06-28,Delivered
1575,1575,2025-08-16,2025-08-18,Delivered
1576,1576,2024-07-05,2024-07-11,Delivered
1577,1577,2025-05-02,2025-05-05,Delivered
1578,1578,2025-10-30,2025-11-03,Returned
1579,1579,2025-08-08,2025-08-14,Delivered
1580,1580,2024-10-23,2024-10-27,Delivered
1581,1581,2025-11-28,2025-12-01,Delivered
1582,1582,2025-10-02,2025-10-07,Delivered
1583,1583,2025-02-28,2025-03-04,Delivered
1584,1584,2025-12-02,2025-12-05,Delivered
1585,1585,2024-03-02,2024-03-07,Delivered
1586,1586,2025-07-31,2025-08-03,Delivered
1587,1587,2024-10-25,2024-10-28,Delivered
1588,1588,2024-03-17,2024-03-22,Delivered
1589,1589,2025-11-18,2025-11-23,Delivered
1590,1590,,,Cancelled
1591,1591,2024-04-22,2024-04-24,Delivered
1592,1592,2025-02-11,2025-02-15,Delivered
1593,1593,2024-03-10,2024-03-13,Delivered
1594,1594,2025-05-15,2025-05-17,Delivered
1595,1595,2024-04-29,2024-05-01,Delivered
1596,1596,2024-06-09,2024-06-15,Delivered
1597,1597,2024-11-24,2024-11-27,Delivered
1598,1598,2025-01-27,2025-02-01,Returned
1599,1599,2025-03-17,2025-03-23,Delivered
1600,1600,2024-01-26,2024-01-31,Delivered
1601,1601,2025-10-15,2025-10-21,Delivered
1602,1602,2024-10-10,2024-10-13,Delivered
1603,1603,,,Cancelled
1604,1604,,,Cancelled
1605,1605,,,Cancelled
1606,1606,2024-12-19,2024-12-24,Delivered
1607,1607,2025-03-08,2025-03-13,Delivered
1608,1608,2024-06-14,2024-06-17,Delivered
1609,1609,2025-12-11,2025-12-14,Delivered
1610,1610,2025-07-29,2025-08-01,Delivered
1611,1611,2025-11-17,2025-11-19,Delivered
1612,1612,2025-11-14,2025-11-18,Delivered
1613,1613,2024-11-23,2024-11-25,Delivered
1614,1614,,,Cancelled
1615,1615,2025-11-22,2025-11-26,Delivered
1616,1616,2024-01-07,2024-01-10,Returned
1617,1617,2024-05-09,2024-05-15,Delivered
1618,1618,2025-08-16,2025-08-23,Delivered
1619,1619,2024-07-14,2024-07-18,Delivered
1620,1620,2024-06-21,2024-06-25,Delivered
1621,1621,2024-08-05,2024-08-09,Returned
1622,1622,2024-01-18,2024-01-24,Delivered
1623,1623,2024-11-07,2024-11-13,Delivered
1624,1624,2024-05-08,2024-05-17,Delivered
1625,1625,2025-02-28,2025-03-04,Delivered
1626,1626,2025-07-10,2025-07-17,Delivered
1627,1627,2024-12-10,2024-12-16,Returned
1628,1628,2025-03-15,2025-03-20,Delivered
1629,1629,2024-06-18,2024-06-22,Delivered
1630,1630,2025-11-08,2025-11-17,Delivered
1631,1631,2024-10-18,2024-10-27,Delivered
1632,1632,2024-04-14,2024-04-19,Delivered
1633,1633,2024-04-03,2024-04-12,Delivered
1634,1634,2025-02-27,2025-03-04,Delivered
1635,1635,2025-10-01,2025-10-04,Delivered
1636,1636,2025-06-01,2025-06-04,Delivered
1637,1637,2024-10-26,2024-11-02,Delivered
1638,1638,2025-04-11,2025-04-15,Delivered
1639,1639,2025-04-28,2025-05-03,Delivered
1640,1640,,,Cancelled
1641,1641,2025-12-22,2025-12-26,Delivered
1642,1642,2025-01-21,2025-01-25,Delivered
1643,1643,2025-11-08,2025-11-14,Delivered
1644,1644,2025-03-01,2025-03-07,Delivered
1645,1645,2025-03-01,2025-03-05,Delivered
1646,1646,,,Cancelled
1647,1647,2024-11-24,2024-11-28,Delivered
1648,1648,2025-03-18,2025-03-22,Delivered
1649,1649,2024-07-17,2024-07-20,Delivered
1650,1650,2024-02-23,2024-02-28,Delivered
1651,1651,2025-10-16,2025-10-23,Returned
1652,1652,2025-02-19,2025-02-23,Delivered
1653,1653,2024-08-27,2024-08-31,Delivered
1654,1654,2025-06-02,2025-06-04,Delivered
1655,1655,,,Cancelled
1656,1656,2025-07-22,2025-07-31,Returned
1657,1657,2024-04-08,2024-04-14,Delivered
1658,1658,2025-10-08,2025-10-14,Delivered
1659,1659,2025-12-28,2026-01-03,Returned
1660,1660,2025-08-10,2025-08-15,Delivered
1661,1661,2024-05-16,2024-05-22,Delivered
1662,1662,2025-01-03,2025-01-09,Delivered
1663,1663,2024-08-16,2024-08-22,Delivered
1664,1664,2024-09-10,2024-09-14,Delivered
1665,1665,2025-01-25,2025-01-29,Delivered
1666,1666,2024-03-26,2024-03-30,Delivered
1667,1667,2025-08-17,2025-08-22,Delivered
1668,1668,2025-09-03,2025-09-08,Delivered
1669,1669,2024-09-28,2024-10-03,Delivered
1670,1670,2025-01-06,2025-01-09,Delivered
1671,1671,2024-01-24,2024-01-27,Delivered
1672,1672,2025-10-03,2025-10-10,Delivered
1673,1673,2025-01-22,2025-01-25,Delivered
1674,1674,2024-06-16,2024-06-23,Delivered
1675,1675,2024-07-02,2024-07-05,Delivered
1676,1676,2024-02-03,2024-02-12,Returned
1677,1677,2025-05-13,2025-05-15,Delivered
1678,1678,2024-06-13,2024-06-17,Delivered
1679,1679,2024-05-07,2024-05-14,Delivered
1680,1680,2024-01-27,2024-02-05,Delivered
1681,1681,2024-08-11,2024-08-14,Delivered
1682,1682,2024-02-01,2024-02-10,Delivered
1683,1683,2025-12-12,2025-12-15,Delivered
1684,1684,2024-07-24,2024-07-28,Delivered
1685,1685,2025-10-30,2025-11-03,Delivered
1686,1686,2025-05-23,2025-05-27,Delivered
1687,1687,2024-07-17,2024-07-23,Delivered
1688,1688,2024-10-15,2024-10-18,Delivered
1689,1689,2025-08-27,2025-08-31,Delivered
1690,1690,,,Cancelled
1691,1691,2025-09-05,2025-09-10,Delivered
1692,1692,2025-10-01,2025-10-06,Delivered
1693,1693,2024-07-26,2024-07-31,Delivered
1694,1694,2025-10-10,2025-10-15,Delivered
1695,1695,2024-02-07,2024-02-12,Delivered
1696,1696,,,Cancelled
1697,1697,2025-06-29,2025-07-04,Delivered
1698,1698,2024-07-05,2024-07-08,Delivered
1699,1699,2025-01-02,2025-01-05,Delivered
1700,1700,2025-01-18,2025-01-22,Delivered
1701,1701,2024-05-07,2024-05-11,Delivered
1702,1702,2024-12-04,2024-12-07,Delivered
1703,1703,2024-11-26,2024-12-02,Delivered
1704,1704,2024-10-19,2024-10-21,Delivered
1705,1705,2024-04-18,2024-04-20,Delivered
1706,1706,2025-11-19,2025-11-24,Delivered
1707,1707,2025-03-08,2025-03-15,Delivered
1708,1708,2024-11-24,2024-11-26,Delivered
1709,1709,2025-05-22,2025-05-25,Delivered
1710,1710,2025-03-08,2025-03-11,Delivered
1711,1711,2025-09-09,2025-09-12,Delivered
1712,1712,2025-08-15,2025-08-19,Delivered
1713,1713,,,Cancelled
1714,1714,2024-05-16,2024-05-25,Delivered
1715,1715,2025-06-27,2025-07-03,Delivered
1716,1716,2024-03-14,2024-03-16,Delivered
1717,1717,2025-03-04,2025-03-09,Delivered
1718,1718,2024-12-23,2024-12-27,Delivered
1719,1719,2024-11-19,2024-11-24,Delivered
1720,1720,2024-11-04,2024-11-09,Returned
1721,1721,,,Cancelled
1722,1722,2025-09-26,2025-10-02,Delivered
1723,1723,2024-01-12,2024-01-21,Delivered
1724,1724,2025-12-08,2025-12-11,Delivered
1725,1725,2024-04-02,2024-04-09,Delivered
1726,1726,2025-01-14,2025-01-19,Returned
1727,1727,2025-12-06,2025-12-13,Delivered
1728,1728,2024-02-15,2024-02-18,Delivered
1729,1729,2024-03-20,2024-03-25,Delivered
1730,1730,2025-01-26,2025-02-04,Delivered
1731,1731,2024-05-22,2024-05-24,Delivered
1732,1732,2024-11-24,2024-11-29,Delivered
1733,1733,2025-02-28,2025-03-04,Delivered
1734,1734,2025-06-21,2025-06-28,Delivered
1735,1735,2025-11-09,2025-11-18,Returned
1736,1736,2025-05-11,2025-05-16,Delivered
1737,1737,2024-11-01,2024-11-06,Delivered
1738,1738,2024-09-06,2024-09-11,Delivered
1739,1739,2024-08-01,2024-08-04,Delivered
1740,1740,2025-05-22,2025-05-24,Delivered
1741,1741,2024-08-11,2024-08-16,Delivered
1742,1742,2025-05-15,2025-05-19,Delivered
1743,1743,2025-08-29,2025-09-01,Delivered
1744,1744,2024-11-18,2024-11-21,Delivered
1745,1745,,,Cancelled
1746,1746,2025-01-08,2025-01-12,Returned
1747,1747,2025-09-28,2025-10-02,Delivered
1748,1748,2024-07-14,2024-07-19,Delivered
1749,1749,2025-12-06,2025-12-13,Returned
1750,1750,2025-10-27,2025-10-29,Delivered
1751,1751,2024-04-20,2024-04-22,Delivered
1752,1752,2025-04-18,2025-04-21,Delivered
1753,1753,2025-11-11,2025-11-14,Delivered
1754,1754,2024-05-04,2024-05-08,Delivered
1755,1755,2024-08-06,2024-08-08,Delivered
1756,1756,2025-06-06,2025-06-11,Delivered
1757,1757,2025-01-14,2025-01-18,Delivered
1758,1758,2025-03-10,2025-03-13,Delivered
1759,1759,2024-07-01,2024-07-04,Delivered
1760,1760,2025-05-22,2025-05-26,Delivered
1761,1761,2024-02-23,2024-02-28,Delivered
1762,1762,2024-08-13,2024-08-18,Delivered
1763,1763,2025-08-13,2025-08-17,Delivered
1764,1764,2024-04-16,2024-04-20,Delivered
1765,1765,2025-12-20,2025-12-25,Delivered
1766,1766,2024-04-15,2024-04-22,Delivered
1767,1767,2025-12-10,2025-12-13,Delivered
1768,1768,2024-07-29,2024-08-07,Delivered
1769,1769,2025-09-03,2025-09-09,Delivered
1770,1770,,,Cancelled
1771,1771,2025-05-05,2025-05-09,Delivered
1772,1772,2025-12-08,2025-12-13,Delivered
1773,1773,2024-03-13,2024-03-17,Delivered
1774,1774,2025-04-14,2025-04-19,Returned
1775,1775,2025-05-02,2025-05-11,Delivered
1776,1776,2024-09-30,2024-10-05,Delivered
1777,1777,2024-01-11,2024-01-14,Delivered
1778,1778,2025-08-21,2025-08-26,Delivered
1779,1779,2025-04-29,2025-05-04,Delivered
1780,1780,2025-08-04,2025-08-06,Returned
1781,1781,2024-08-24,2024-08-30,Delivered
1782,1782,2024-05-31,2024-06-04,Delivered
1783,1783,2024-12-11,2024-12-14,Delivered
1784,1784,2025-07-15,2025-07-18,Delivered
1785,1785,2025-01-10,2025-01-17,Delivered
1786,1786,2024-11-07,2024-11-10,Delivered
1787,1787,2025-11-13,2025-11-18,Delivered
1788,1788,2025-12-06,2025-12-11,Delivered
1789,1789,,,Cancelled
1790,1790,2024-05-26,2024-05-31,Delivered
1791,1791,2025-08-16,2025-08-20,Delivered
1792,1792,2025-01-05,2025-01-11,Delivered
1793,1793,2025-01-24,2025-01-26,Delivered
1794,1794,2025-10-06,2025-10-12,Delivered
1795,1795,2025-04-07,2025-04-10,Delivered
1796,1796,,,Cancelled
1797,1797,2025-08-28,2025-09-01,Returned
1798,1798,2024-11-15,2024-11-21,Delivered
1799,1799,,,Cancelled
1800,1800,2025-03-20,2025-03-22,Delivered
1801,1801,2024-12-24,2024-12-31,Delivered
1802,1802,2025-05-27,2025-06-01,Delivered
1803,1803,2024-06-04,2024-06-08,Returned
1804,1804,2025-07-26,2025-07-29,Delivered
1805,1805,2024-10-24,2024-10-27,Delivered
1806,1806,2025-04-11,2025-04-15,Delivered
1807,1807,2025-09-01,2025-09-06,Delivered
1808,1808,2024-01-08,2024-01-10,Delivered
1809,1809,2024-01-03,2024-01-05,Delivered
1810,1810,2024-10-20,2024-10-26,Delivered
1811,1811,2025-07-31,2025-08-02,Returned
1812,1812,2024-10-05,2024-10-14,Returned
1813,1813,,,Cancelled
1814,1814,2024-08-15,2024-08-20,Delivered
1815,1815,2024-09-12,2024-09-17,Delivered
1816,1816,,,Cancelled
1817,1817,2024-11-08,2024-11-17,Delivered
1818,1818,,,Cancelled
1819,1819,2025-08-17,2025-08-21,Delivered
1820,1820,2024-09-16,2024-09-20,Delivered
1821,1821,2024-11-07,2024-11-11,Delivered
1822,1822,2025-10-08,2025-10-13,Delivered
1823,1823,2025-03-25,2025-03-28,Delivered
1824,1824,2025-12-12,2025-12-16,Delivered
1825,1825,2025-12-31,2026-01-05,Delivered
1826,1826,2025-04-25,2025-04-29,Returned
1827,1827,2024-02-01,2024-02-04,Delivered
1828,1828,2025-03-10,2025-03-19,Delivered
1829,1829,2024-11-08,2024-11-10,Delivered
