Payment_ID,Order_ID,Payment_Method,Amount,Payment_Status
1277,1277,UPI,77851.21,Successful
1278,1278,UPI,28706.49,Successful
1279,1279,Net Banking,30785.34,Successful
1280,1280,Credit Card,12392.75,Successful
1281,1281,Credit Card,70834.29,Successful
1282,1282,Credit Card,30664.56,Successful
1283,1283,Wallet,174268.8,Successful
1284,1284,Debit Card,165560.24,Failed
1285,1285,Wallet,50744.93,Successful
1286,1286,UPI,66137.1,Successful
1287,1287,Credit Card,133744.32,Successful
1288,1288,COD,41690.09,Successful
1289,1289,Debit Card,11586.28,Successful
1290,1290,Wallet,99854.05,Successful
1291,1291,Net Banking,95556.13,Successful
1292,1292,Net Banking,42244.23,Successful
1293,1293,Wallet,119881.9,Successful
1294,1294,Wallet,56895.01,Successful
1295,1295,COD,84714.16,Successful
1296,1296,Debit Card,72348.34,Successful
1297,1297,COD,125812.6,Successful
1298,1298,Credit Card,59482.47,Successful
1299,1299,COD,75557.58,Failed
1300,1300,Credit Card,9376.61,Successful
1301,1301,UPI,5929.32,Successful
1302,1302,Debit Card,43174.27,Successful
1303,1303,Credit Card,28751.52,Successful
1304,1304,COD,93527.98,Successful
1305,1305,Net Banking,14955.37,Failed
1306,1306,Wallet,59889.48,Successful
1307,1307,COD,220244.96,Successful
1308,1308,Debit Card,32283.07,Successful
1309,1309,UPI,131040.84,Successful
1310,1310,Wallet,40201.51,Successful
1311,1311,Debit Card,56383.26,Successful
1312,1312,Credit Card,24878.73,Successful
1313,1313,Credit Card,61475.78,Successful
1314,1314,Credit Card,88523.44,Successful
1315,1315,Debit Card,25661.22,Successful
1316,1316,Wallet,32083.72,Successful
1317,1317,Wallet,18307.97,Successful
1318,1318,COD,97437.93,Successful
1319,1319,Wallet,16781.47,Successful
1320,1320,Wallet,187606.53,Successful
1321,1321,UPI,72151.9,Successful
1322,1322,Credit Card,63274.14,Successful
1323,1323,COD,104590.56,Successful
1324,1324,Credit Card,34686.25,Successful
1325,1325,Net Banking,46274.4,Successful
1326,1326,Debit Card,99857.53,Successful
1327,1327,Debit Card,88171.84,Successful
1328,1328,Wallet,42083.87,Successful
1329,1329,Credit Card,7215.7,Successful
1330,1330,COD,90382.95,Successful
1331,1331,Wallet,5293.65,Successful
1332,1332,Debit Card,132091.76,Successful
1333,1333,UPI,98712.84,Successful
1334,1334,COD,95676.73,Successful
1335,1335,Credit Card,64118.82,Successful
1336,1336,COD,4097.03,Successful
1337,1337,Debit Card,44420.93,Successful
1338,1338,Net Banking,15080.88,Successful
1339,1339,Debit Card,30794.35,Successful
1340,1340,UPI,20903.37,Failed
1341,1341,Credit Card,93293.6,Successful
1342,1342,Net Banking,13340.97,Successful
1343,1343,Credit Card,104919.74,Successful
1344,1344,Wallet,2456.67,Failed
1345,1345,Credit Card,39230.69,Successful
1346,1346,Net Banking,58846.04,Successful
1347,1347,Net Banking,59617.49,Successful
1348,1348,UPI,70927.15,Successful
1349,1349,COD,71888.66,Successful
1350,1350,COD,18828.85,Successful
1351,1351,Net Banking,51313.28,Successful
1352,1352,Debit Card,23233.23,Successful
1353,1353,Net Banking,32247.93,Failed
1354,1354,Debit Card,126363.18,Successful
1355,1355,COD,73217.31,Successful
1356,1356,COD,27254.61,Successful
1357,1357,Debit Card,84284.68,Successful
1358,1358,Net Banking,122159.85,Successful
1359,1359,UPI,55008.65,Successful
1360,1360,Net Banking,88762.07,Successful
1361,1361,Wallet,68878.78,Successful
1362,1362,Net Banking,87323.01,Successful
1363,1363,Wallet,65384.49,Successful
1364,1364,Credit Card,19167.68,Successful
1365,1365,Credit Card,52239.9,Successful
1366,1366,Debit Card,206277.0,Successful
1367,1367,Wallet,12969.4,Failed
1368,1368,Debit Card,104262.63,Successful
1369,1369,UPI,79026.54,Successful
1370,1370,Wallet,78021.93,Successful
1371,1371,Debit Card,10786.02,Successful
1372,1372,Net Banking,18564.8,Successful
1373,1373,Debit Card,68237.2,Successful
1374,1374,Credit Card,81874.11,Failed
1375,1375,Net Banking,177926.07,Failed
1376,1376,Net Banking,23446.1,Successful
1377,1377,Wallet,46927.83,Successful
1378,1378,Wallet,14655.92,Successful
1379,1379,Debit Card,5822.09,Successful
1380,1380,UPI,132943.38,Failed
1381,1381,COD,29486.18,Successful
1382,1382,Net Banking,160808.34,Successful
1383,1383,UPI,37694.41,Failed
1384,1384,Net Banking,39953.63,Successful
1385,1385,Credit Card,78256.16,Successful
1386,1386,Debit Card,123925.2,Successful
1387,1387,Wallet,52136.76,Successful
1388,1388,Net Banking,45623.22,Successful
1389,1389,Debit Card,39888.66,Failed
1390,1390,Wallet,68878.78,Successful
1391,1391,Credit Card,102891.14,Successful
1392,1392,Wallet,64091.21,Failed
1393,1393,Credit Card,45841.61,Successful
1394,1394,UPI,91850.78,Successful
1395,1395,Credit Card,16840.6,Successful
1396,1396,Debit Card,83538.29,Successful
1397,1397,Wallet,22536.66,Successful
1398,1398,UPI,10005.3,Successful
1399,1399,UPI,17831.22,Successful
1400,1400,Net Banking,88693.75,Successful
1401,1401,Wallet,85942.22,Successful
1402,1402,COD,135055.29,Successful
1403,1403,Wallet,66995.77,Successful
1404,1404,Wallet,46203.43,Successful
1405,1405,UPI,10942.59,Failed
1406,1406,Credit Card,11486.79,Successful
1407,1407,Debit Card,41864.68,Successful
1408,1408,Net Banking,129307.24,Successful
1409,1409,Net Banking,280955.17,Successful
1410,1410,COD,122949.86,Successful
1411,1411,Net Banking,50718.67,Successful
1412,1412,Wallet,49781.18,Successful
1413,1413,Debit Card,29090.3,Successful
1414,1414,COD,113650.84,Successful
1415,1415,Credit Card,39887.28,Successful
1416,1416,Wallet,45045.01,Successful
1417,1417,Net Banking,108846.94,Successful
1418,1418,Wallet,41558.64,Successful
1419,1419,UPI,29019.26,Successful
1420,1420,UPI,15448.37,Successful
1421,1421,Debit Card,21477.77,Successful
1422,1422,UPI,102843.98,Successful
1423,1423,Debit Card,26402.96,Failed
1424,1424,Wallet,31591.17,Successful
1425,1425,Credit Card,88933.23,Successful
1426,1426,Wallet,35897.99,Successful
1427,1427,Debit Card,20373.6,Successful
1428,1428,Wallet,27017.87,Successful
1429,1429,Debit Card,67723.84,Successful
1430,1430,UPI,11939.03,Successful
1431,1431,Wallet,22611.47,Successful
1432,1432,Wallet,13689.92,Failed
1433,1433,Credit Card,97639.48,Successful
1434,1434,Wallet,80677.39,Successful
1435,1435,Debit Card,26643.54,Successful
1436,1436,Credit Card,26855.55,Successful
1437,1437,Debit Card,58151.76,Failed
1438,1438,Credit Card,80225.07,Successful
1439,1439,Net Banking,121026.9,Successful
1440,1440,Debit Card,117200.35,Successful
1441,1441,UPI,69984.87,Successful
1442,1442,UPI,78852.91,Successful
1443,1443,Debit Card,201853.36,Successful
1444,1444,Credit Card,268680.64,Successful
1445,1445,UPI,48282.37,Failed
1446,1446,Debit Card,114397.66,Successful
1447,1447,UPI,5641.85,Successful
1448,1448,Debit Card,97212.07,Successful
1449,1449,COD,48728.88,Successful
1450,1450,Debit Card,44844.16,Successful
1451,1451,Net Banking,39344.9,Successful
1452,1452,Net Banking,129198.01,Successful
1453,1453,Debit Card,36615.94,Successful
1454,1454,Debit Card,13836.35,Successful
1455,1455,COD,144148.31,Successful
1456,1456,UPI,45331.94,Successful
1457,1457,UPI,32954.35,Successful
1458,1458,UPI,96165.56,Successful
1459,1459,Credit Card,88945.83,Successful
1460,1460,Net Banking,68770.33,Successful
1461,1461,Credit Card,90919.84,Successful
1462,1462,UPI,77755.31,Failed
1463,1463,Credit Card,41150.98,Successful
1464,1464,UPI,47645.17,Successful
1465,1465,Debit Card,118745.92,Successful
1466,1466,UPI,92783.7,Successful
1467,1467,Net Banking,29366.1,Successful
1468,1468,Wallet,113070.23,Successful
1469,1469,UPI,127054.35,Successful
1470,1470,Debit Card,159329.14,Successful
1471,1471,Debit Card,37215.48,Successful
1472,1472,Net Banking,110032.94,Successful
1473,1473,Net Banking,156712.54,Successful
1474,1474,UPI,20347.36,Failed
1475,1475,Wallet,117166.44,Successful
1476,1476,Credit Card,2977.68,Successful
1477,1477,Debit Card,131889.39,Successful
1478,1478,Wallet,98294.39,Successful
1479,1479,Credit Card,56196.39,Successful
1480,1480,Net Banking,25518.02,Failed
1481,1481,Credit Card,69267.02,Successful
1482,1482,Net Banking,27804.28,Successful
1483,1483,Wallet,78256.16,Successful
1484,1484,Wallet,144445.55,Successful
1485,1485,Debit Card,45870.84,Failed
1486,1486,Wallet,9679.09,Successful
1487,1487,UPI,25059.97,Successful
1488,1488,Net Banking,71311.82,Successful
1489,1489,Wallet,82075.54,Failed
1490,1490,Wallet,67069.67,Successful
1491,1491,Wallet,118046.89,Successful
1492,1492,Debit Card,40234.95,Successful
1493,1493,Credit Card,37117.74,Successful
1494,1494,Net Banking,78572.78,Successful
1495,1495,Wallet,211642.78,Successful
1496,1496,COD,41925.38,Successful
1497,1497,COD,53987.68,Successful
1498,1498,COD,151474.7,Failed
1499,1499,UPI,16747.11,Successful
1500,1500,COD,12078.67,Successful
1501,1501,Wallet,23082.1,Failed
1502,1502,Debit Card,34024.03,Failed
1503,1503,UPI,133262.33,Successful
1504,1504,COD,80412.65,Successful
1505,1505,UPI,83296.56,Successful
1506,1506,Wallet,186449.44,Successful
1507,1507,Net Banking,76669.85,Successful
1508,1508,UPI,140369.8,Successful
1509,1509,COD,125858.87,Failed
1510,1510,Wallet,245024.25,Successful
1511,1511,Wallet,16031.85,Successful
1512,1512,COD,82412.28,Successful
1513,1513,Debit Card,31999.01,Successful
1514,1514,Debit Card,103318.17,Successful
1515,1515,Debit Card,78238.36,Successful
1516,1516,Debit Card,68644.21,Successful
1517,1517,Credit Card,69491.32,Successful
1518,1518,Debit Card,69376.46,Successful
1519,1519,UPI,119112.78,Failed
1520,1520,Net Banking,56895.01,Successful
1521,1521,Credit Card,30348.82,Successful
1522,1522,COD,108227.85,Successful
1523,1523,Net Banking,114821.05,Successful
1524,1524,Net Banking,117172.46,Successful
1525,1525,Debit Card,7357.28,Successful
1526,1526,COD,41203.26,Failed
1527,1527,UPI,87885.41,Successful
1528,1528,UPI,9126.61,Successful
1529,1529,Credit Card,121658.73,Successful
1530,1530,Wallet,121450.47,Successful
1531,1531,Net Banking,109808.95,Successful
1532,1532,Debit Card,3728.8,Successful
1533,1533,Wallet,118657.32,Successful
1534,1534,Net Banking,160599.0,Successful
1535,1535,COD,85391.2,Successful
1536,1536,Net Banking,22422.08,Successful
1537,1537,COD,17257.62,Successful
1538,1538,Net Banking,102226.46,Successful
1539,1539,Wallet,56354.08,Successful
1540,1540,Debit Card,39649.78,Successful
1541,1541,COD,95924.86,Failed
1542,1542,COD,64972.51,Failed
1543,1543,Wallet,69246.31,Successful
1544,1544,Debit Card,52177.71,Failed
1545,1545,Wallet,22827.22,Successful
1546,1546,Credit Card,156205.06,Successful
1547,1547,UPI,47252.89,Successful
1548,1548,Net Banking,32478.43,Failed
1549,1549,UPI,96946.59,Successful
1550,1550,Wallet,109070.06,Successful
1551,1551,Net Banking,102816.46,Successful
1552,1552,Wallet,100165.55,Successful
1553,1553,Credit Card,58295.25,Successful
1554,1554,Net Banking,33239.4,Successful
1555,1555,Credit Card,188243.88,Successful
1556,1556,Debit Card,36211.46,Successful
1557,1557,Wallet,59733.61,Successful
1558,1558,Wallet,225273.44,Successful
1559,1559,Net Banking,77919.17,Successful
1560,1560,UPI,83676.1,Failed
1561,1561,COD,23331.17,Successful
1562,1562,Net Banking,17787.96,Successful
1563,1563,Net Banking,127718.16,Successful
1564,1564,UPI,41224.88,Successful
1565,1565,UPI,69246.31,Successful
1566,1566,UPI,42477.64,Successful
1567,1567,COD,66996.15,Successful
1568,1568,COD,5341.14,Successful
1569,1569,Wallet,105710.05,Successful
1570,1570,Net Banking,211385.65,Successful
1571,1571,Net Banking,2608.37,Successful
1572,1572,Net Banking,100409.87,Successful
1573,1573,COD,113934.43,Successful
1574,1574,Credit Card,53703.72,Successful
1575,1575,COD,24758.45,Successful
1576,1576,Debit Card,12224.89,Successful
1577,1577,Net Banking,85142.49,Successful
1578,1578,Wallet,133136.86,Successful
1579,1579,Net Banking,206974.24,Failed
1580,1580,Wallet,40139.53,Successful
1581,1581,UPI,20787.25,Successful
1582,1582,UPI,484.33,Successful
1583,1583,Debit Card,139850.1,Successful
1584,1584,UPI,9679.09,Successful
1585,1585,UPI,17436.12,Successful
1586,1586,UPI,46383.97,Successful
1587,1587,COD,74458.43,Successful
1588,1588,UPI,266180.34,Successful
1589,1589,COD,89428.07,Successful
1590,1590,COD,21794.83,Failed
1591,1591,Debit Card,148527.58,Successful
1592,1592,Debit Card,91616.56,Failed
1593,1593,Debit Card,195837.62,Successful
1594,1594,UPI,155340.39,Successful
1595,1595,Wallet,219476.1,Successful
1596,1596,UPI,166055.62,Successful
1597,1597,Debit Card,42229.05,Successful
1598,1598,UPI,115410.99,Successful
1599,1599,Debit Card,22124.97,Successful
1600,1600,Credit Card,64761.41,Successful
1601,1601,COD,44605.5,Successful
1602,1602,UPI,105082.37,Successful
1603,1603,Net Banking,42474.6,Failed
1604,1604,Net Banking,91838.6,Failed
1605,1605,UPI,103126.31,Failed
1606,1606,Wallet,44249.94,Successful
1607,1607,Wallet,60790.21,Successful
1608,1608,Debit Card,107456.28,Successful
1609,1609,COD,36538.24,Successful
1610,1610,Net Banking,8867.7,Successful
1611,1611,COD,127858.71,Successful
1612,1612,Credit Card,26160.97,Successful
1613,1613,UPI,68402.48,Successful
1614,1614,Net Banking,127858.71,Failed
1615,1615,COD,88979.4,Successful
1616,1616,Wallet,119860.9,Successful
1617,1617,UPI,8316.72,Successful
1618,1618,Net Banking,21684.4,Successful
1619,1619,Debit Card,15015.0,Successful
1620,1620,Wallet,63423.54,Successful
1621,1621,UPI,43526.54,Failed
1622,1622,Net Banking,34580.42,Successful
1623,1623,Credit Card,47103.95,Successful
1624,1624,UPI,42135.89,Successful
1625,1625,Net Banking,8518.97,Successful
1626,1626,Wallet,8419.73,Successful
1627,1627,Credit Card,34996.75,Successful
1628,1628,UPI,2873.51,Successful
1629,1629,Credit Card,53274.49,Successful
1630,1630,Net Banking,120345.98,Successful
1631,1631,Credit Card,38661.81,Successful
1632,1632,UPI,93004.38,Successful
1633,1633,Net Banking,163527.16,Successful
1634,1634,Net Banking,3616.42,Successful
1635,1635,Debit Card,79380.83,Successful
1636,1636,Net Banking,100376.1,Successful
1637,1637,Credit Card,7118.43,Successful
1638,1638,Debit Card,17143.2,Successful
1639,1639,Debit Card,12584.7,Successful
1640,1640,Credit Card,106173.48,Failed
1641,1641,Wallet,6626.27,Successful
1642,1642,Net Banking,196302.66,Failed
1643,1643,COD,21137.71,Successful
1644,1644,Net Banking,80931.34,Successful
1645,1645,UPI,119867.33,Successful
1646,1646,Credit Card,52761.73,Failed
1647,1647,COD,25004.3,Successful
1648,1648,Wallet,48219.33,Successful
1649,1649,Net Banking,57361.91,Successful
1650,1650,UPI,18501.06,Successful
1651,1651,Credit Card,17966.84,Successful
1652,1652,UPI,5929.73,Successful
1653,1653,Credit Card,103330.56,Successful
1654,1654,UPI,74558.32,Successful
1655,1655,Net Banking,115475.53,Failed
1656,1656,Wallet,68854.11,Successful
1657,1657,COD,84643.16,Successful
1658,1658,Net Banking,97650.46,Successful
1659,1659,COD,137493.57,Successful
1660,1660,Debit Card,55161.76,Successful
1661,1661,Net Banking,36863.48,Successful
1662,1662,COD,16059.29,Successful
1663,1663,Net Banking,103333.56,Successful
1664,1664,Debit Card,58931.72,Successful
1665,1665,UPI,49750.38,Successful
1666,1666,COD,110392.92,Successful
1667,1667,Wallet,104097.78,Successful
1668,1668,Net Banking,150153.16,Successful
1669,1669,Net Banking,45331.94,Successful
1670,1670,Credit Card,45648.16,Successful
1671,1671,Credit Card,213086.95,Successful
1672,1672,Wallet,64588.69,Failed
1673,1673,Net Banking,31352.4,Successful
1674,1674,UPI,141869.87,Successful
1675,1675,Debit Card,9051.4,Successful
1676,1676,UPI,2223.65,Successful
1677,1677,Net Banking,9897.54,Successful
1678,1678,Credit Card,23822.58,Successful
1679,1679,Debit Card,67274.42,Successful
1680,1680,Net Banking,124359.42,Successful
1681,1681,Debit Card,228027.45,Successful
1682,1682,UPI,70879.34,Successful
1683,1683,COD,106821.8,Successful
1684,1684,COD,52514.29,Successful
1685,1685,Net Banking,12783.86,Successful
1686,1686,COD,122834.42,Successful
1687,1687,Credit Card,21200.76,Successful
1688,1688,Wallet,181849.24,Successful
1689,1689,Debit Card,76588.83,Successful
1690,1690,Debit Card,149237.94,Failed
1691,1691,COD,151020.81,Successful
1692,1692,COD,73134.48,Failed
1693,1693,Credit Card,37159.08,Successful
1694,1694,COD,79930.61,Successful
1695,1695,UPI,74300.75,Successful
1696,1696,Wallet,68417.71,Failed
1697,1697,Debit Card,76442.92,Successful
1698,1698,Wallet,11283.7,Successful
1699,1699,Wallet,14221.78,Successful
1700,1700,Net Banking,45385.2,Successful
1701,1701,Net Banking,22191.08,Successful
1702,1702,Wallet,113759.0,Successful
1703,1703,UPI,51726.78,Successful
1704,1704,Net Banking,11157.46,Successful
1705,1705,Wallet,76566.88,Successful
1706,1706,Debit Card,2918.99,Successful
1707,1707,Credit Card,15600.74,Successful
1708,1708,Wallet,127739.19,Successful
1709,1709,Debit Card,41133.32,Successful
1710,1710,COD,44711.0,Successful
1711,1711,Credit Card,120303.32,Successful
1712,1712,COD,8945.96,Successful
1713,1713,Credit Card,24905.43,Failed
1714,1714,COD,46354.75,Successful
1715,1715,Debit Card,132360.22,Successful
1716,1716,Credit Card,47482.06,Successful
1717,1717,Wallet,40832.85,Successful
1718,1718,UPI,5578.73,Successful
1719,1719,Credit Card,72342.02,Successful
1720,1720,Net Banking,7289.85,Successful
1721,1721,Net Banking,97462.87,Failed
1722,1722,UPI,38223.2,Successful
1723,1723,COD,7409.3,Successful
1724,1724,UPI,53303.6,Successful
1725,1725,Net Banking,104973.25,Successful
1726,1726,COD,63278.11,Successful
1727,1727,Net Banking,117571.44,Successful
1728,1728,Credit Card,36128.53,Successful
1729,1729,Credit Card,107623.14,Successful
1730,1730,Net Banking,91641.86,Successful
1731,1731,Credit Card,41381.42,Successful
1732,1732,Credit Card,4592.43,Successful
1733,1733,Debit Card,117052.1,Successful
1734,1734,Wallet,95887.01,Successful
1735,1735,Wallet,168896.99,Successful
1736,1736,Wallet,130058.34,Successful
1737,1737,Debit Card,52158.91,Successful
1738,1738,Credit Card,58880.54,Successful
1739,1739,COD,58342.44,Successful
1740,1740,COD,72693.82,Successful
1741,1741,Credit Card,198478.63,Successful
1742,1742,Net Banking,37643.69,Successful
1743,1743,Net Banking,22987.83,Failed
1744,1744,UPI,8259.84,Successful
1745,1745,COD,61480.26,Failed
1746,1746,Debit Card,252702.71,Successful
1747,1747,COD,157780.0,Successful
1748,1748,UPI,56463.65,Successful
1749,1749,Wallet,37004.7,Successful
1750,1750,Debit Card,180119.91,Successful
1751,1751,Credit Card,55507.06,Failed
1752,1752,Wallet,244571.11,Successful
1753,1753,UPI,26857.16,Successful
1754,1754,Credit Card,221530.74,Successful
1755,1755,UPI,22191.08,Successful
1756,1756,COD,9898.06,Successful
1757,1757,UPI,30489.57,Successful
1758,1758,Debit Card,72191.68,Successful
1759,1759,Wallet,89927.73,Successful
1760,1760,Net Banking,5324.27,Successful
1761,1761,UPI,37159.08,Successful
1762,1762,COD,184320.08,Successful
1763,1763,Wallet,11663.76,Successful
1764,1764,Credit Card,46430.32,Successful
1765,1765,Debit Card,79316.19,Successful
1766,1766,UPI,17949.33,Successful
1767,1767,COD,2608.37,Successful
1768,1768,Wallet,131149.68,Successful
1769,1769,Debit Card,112346.25,Successful
1770,1770,Debit Card,61588.69,Failed
1771,1771,COD,39677.33,Successful
1772,1772,Net Banking,84560.84,Successful
1773,1773,UPI,29041.54,Successful
1774,1774,Net Banking,43942.71,Successful
1775,1775,Wallet,79745.88,Successful
1776,1776,Debit Card,92697.62,Successful
1777,1777,Debit Card,95212.04,Successful
1778,1778,Credit Card,63867.34,Successful
1779,1779,Credit Card,99405.84,Successful
1780,1780,Wallet,39718.64,Successful
1781,1781,Wallet,118034.71,Successful
1782,1782,Net Banking,115046.9,Successful
1783,1783,Net Banking,103689.62,Successful
1784,1784,Debit Card,72970.89,Successful
1785,1785,UPI,126943.29,Successful
1786,1786,Credit Card,3181.28,Successful
1787,1787,Debit Card,66374.9,Failed
1788,1788,Wallet,24090.04,Successful
1789,1789,Wallet,76941.04,Failed
1790,1790,Net Banking,23617.13,Successful
1791,1791,Wallet,103318.17,Successful
1792,1792,Net Banking,133999.12,Successful
1793,1793,Net Banking,183363.95,Successful
1794,1794,Credit Card,18770.04,Successful
1795,1795,Net Banking,142168.93,Failed
1796,1796,Debit Card,106695.19,Failed
1797,1797,Debit Card,10591.23,Successful
1798,1798,UPI,29262.8,Successful
1799,1799,Net Banking,45331.94,Failed
1800,1800,Credit Card,88633.27,Successful
1801,1801,Net Banking,245939.2,Successful
1802,1802,UPI,185822.52,Successful
1803,1803,COD,53552.52,Successful
1804,1804,Wallet,41636.79,Successful
1805,1805,Wallet,100281.34,Successful
1806,1806,Credit Card,14837.37,Successful
1807,1807,COD,163592.74,Successful
1808,1808,Net Banking,62505.48,Successful
1809,1809,Wallet,161832.89,Successful
1810,1810,Debit Card,10516.69,Successful
1811,1811,Net Banking,78045.78,Successful
1812,1812,Net Banking,13777.29,Successful
1813,1813,UPI,72317.49,Failed
1814,1814,Net Banking,47694.72,Successful
1815,1815,Net Banking,80709.65,Successful
1816,1816,Wallet,45428.6,Failed
1817,1817,UPI,87885.41,Successful
1818,1818,COD,68871.49,Failed
1819,1819,UPI,13520.73,Successful
1820,1820,UPI,67484.6,Successful
1821,1821,Wallet,59026.62,Successful
1822,1822,Debit Card,25646.78,Successful
1823,1823,COD,8788.0,Successful
1824,1824,Wallet,146505.37,Successful
1825,1825,COD,77005.71,Successful
1826,1826,Net Banking,47125.07,Successful
1827,1827,Net Banking,71545.93,Successful
1828,1828,Wallet,28858.95,Successful
1829,1829,COD,51269.45,Successful
1830,1830,Net Banking,80951.76,Successful
1831,1831,Debit Card,5278.37,Successful
1832,1832,Credit Card,19041.24,Successful
1833,1833,Debit Card,12985.38,Failed
1834,1834,Net Banking,221191.78,Failed
1835,1835,Debit Card,51398.21,Successful
1836,1836,Credit Card,27127.2,Successful
1837,1837,Wallet,78555.65,Successful
1838,1838,Credit Card,1719.87,Successful
1839,1839,Credit Card,8436.75,Successful
1840,1840,Debit Card,35593.94,Successful
1841,1841,Wallet,62710.1,Successful
1842,1842,Debit Card,149383.68,Successful
1843,1843,Credit Card,61329.11,Successful
1844,1844,Net Banking,14653.56,Successful
1845,1845,Net Banking,19358.18,Successful
1846,1846,Debit Card,79782.93,Successful
1847,1847,Debit Card,37225.9,Successful
1848,1848,Debit Card,43286.0,Successful
1849,1849,UPI,24364.44,Failed
1850,1850,Debit Card,51772.85,Successful
1851,1851,COD,125858.87,Successful
1852,1852,COD,11399.9,Successful
1853,1853,Net Banking,49781.18,Successful
1854,1854,Debit Card,10729.32,Successful
1855,1855,Net Banking,43599.53,Successful
1856,1856,Wallet,42967.23,Successful
1857,1857,Credit Card,34928.44,Successful
1858,1858,COD,71049.43,Successful
1859,1859,UPI,138611.66,Successful
1860,1860,Debit Card,10499.47,Successful
1861,1861,Net Banking,69188.35,Successful
1862,1862,Wallet,156367.43,Successful
1863,1863,Wallet,27784.86,Failed
1864,1864,Credit Card,11486.79,Failed
1865,1865,Wallet,30489.57,Successful
1866,1866,UPI,95346.56,Successful
1867,1867,COD,51337.14,Successful
1868,1868,Net Banking,118065.61,Successful
1869,1869,Wallet,28833.78,Successful
1870,1870,Credit Card,18334.48,Successful
1871,1871,UPI,10704.91,Successful
1872,1872,Credit Card,17037.94,Successful
1873,1873,Debit Card,18944.39,Successful
1874,1874,Credit Card,51900.8,Successful
1875,1875,COD,101787.38,Successful
1876,1876,Debit Card,64144.21,Successful
1877,1877,COD,34684.14,Successful
1878,1878,Wallet,88172.03,Successful
1879,1879,Wallet,33182.02,Failed
1880,1880,Credit Card,44713.12,Successful
1881,1881,UPI,73881.89,Failed
1882,1882,COD,3081.15,Successful
1883,1883,Wallet,18200.22,Successful
1884,1884,Wallet,123092.28,Successful
1885,1885,Debit Card,29336.62,Successful
1886,1886,Credit Card,104458.17,Successful
1887,1887,UPI,16023.43,Successful
1888,1888,Debit Card,129751.02,Successful
1889,1889,COD,10205.4,Successful
1890,1890,Debit Card,114769.49,Successful
1891,1891,Wallet,5928.77,Failed
1892,1892,COD,54919.9,Successful
1893,1893,Wallet,96349.16,Successful
1894,1894,Wallet,79053.72,Failed
1895,1895,COD,74563.82,Successful
1896,1896,UPI,11057.32,Successful
1897,1897,Net Banking,4358.56,Successful
1898,1898,Debit Card,8334.77,Successful
1899,1899,Credit Card,31550.08,Successful
1900,1900,Net Banking,164069.93,Failed
1901,1901,Net Banking,261707.45,Successful
1902,1902,UPI,144575.08,Successful
1903,1903,Net Banking,130218.67,Successful
1904,1904,Credit Card,116213.51,Successful
1905,1905,COD,174014.91,Successful
1906,1906,Net Banking,55528.65,Successful
1907,1907,Net Banking,68678.48,Successful
1908,1908,Wallet,23968.94,Successful
1909,1909,Net Banking,27784.86,Failed
1910,1910,Net Banking,58167.1,Successful
1911,1911,Credit Card,55783.94,Successful
1912,1912,Wallet,86556.6,Successful
1913,1913,UPI,65135.38,Successful
1914,1914,Wallet,6153.26,Successful
1915,1915,Credit Card,71187.88,Successful
1916,1916,COD,32247.93,Successful
1917,1917,UPI,41053.45,Successful
1918,1918,Net Banking,53592.18,Successful
1919,1919,Wallet,35795.87,Successful
1920,1920,Credit Card,52570.36,Successful
1921,1921,Wallet,9250.53,Successful
1922,1922,COD,101770.82,Successful
1923,1923,COD,51849.61,Successful
1924,1924,Wallet,90476.21,Successful
1925,1925,Net Banking,26378.92,Successful
1926,1926,Net Banking,60802.2,Successful
1927,1927,Wallet,5580.02,Successful
1928,1928,Credit Card,85629.26,Successful
1929,1929,Net Banking,26855.55,Successful
1930,1930,Wallet,14800.85,Successful
1931,1931,Credit Card,1022.47,Successful
1932,1932,Net Banking,88893.71,Successful
1933,1933,COD,32187.96,Successful
1934,1934,UPI,33629.09,Successful
1935,1935,Net Banking,43967.76,Failed
1936,1936,Net Banking,117439.27,Successful
1937,1937,UPI,68374.67,Failed
1938,1938,COD,99060.42,Successful
1939,1939,Debit Card,80725.43,Successful
1940,1940,Credit Card,65053.2,Successful
1941,1941,COD,190195.11,Successful
1942,1942,Credit Card,58824.57,Successful
1943,1943,Debit Card,3235.75,Successful
1944,1944,COD,32440.13,Failed
1945,1945,UPI,31215.73,Successful
1946,1946,Credit Card,91129.16,Successful
1947,1947,UPI,179102.12,Successful
1948,1948,Net Banking,30681.71,Successful
1949,1949,Debit Card,46927.83,Successful
1950,1950,Debit Card,74275.34,Successful
1951,1951,UPI,15744.75,Successful
1952,1952,UPI,15580.12,Failed
1953,1953,Debit Card,13288.32,Successful
1954,1954,Credit Card,165954.5,Successful
1955,1955,Credit Card,26559.69,Failed
1956,1956,COD,16783.93,Successful
1957,1957,UPI,67523.51,Failed
1958,1958,Debit Card,32247.93,Successful
1959,1959,UPI,14198.06,Successful
1960,1960,UPI,65091.59,Successful
1961,1961,Net Banking,112639.03,Failed
1962,1962,Net Banking,153103.26,Successful
1963,1963,Wallet,121393.93,Successful
1964,1964,Wallet,265576.95,Successful
1965,1965,UPI,19682.6,Successful
1966,1966,Net Banking,75592.67,Successful
1967,1967,Debit Card,1008.25,Failed
1968,1968,COD,44258.27,Successful
1969,1969,Net Banking,161177.25,Successful
1970,1970,Debit Card,68153.15,Failed
1971,1971,Debit Card,44952.49,Successful
