Review_ID,Order_ID,Customer_ID,Product_ID,Rating,Review_Date
783,2439,438,130,1,2025-01-04
784,648,906,148,4,2024-04-29
785,2144,184,174,2,2024-04-28
786,1816,433,113,4,2025-03-22
787,13,971,16,2,2025-09-09
788,3135,131,133,4,2025-11-19
789,1183,195,9,4,2025-06-18
790,3825,816,190,2,2025-05-04
791,4715,789,186,2,2024-09-28
792,572,414,26,2,2025-06-20
793,4728,52,143,5,2024-03-01
794,4701,945,34,3,2024-06-23
795,464,296,25,4,2025-07-09
796,3710,886,79,3,2025-12-03
797,3523,44,8,3,2024-10-24
798,1913,973,95,4,2024-01-04
799,292,288,16,4,2025-06-02
800,2702,540,24,5,2025-08-11
801,2784,315,171,3,2025-06-02
802,2437,722,97,5,2025-09-15
803,288,485,199,2,2024-05-29
804,1516,711,154,1,2025-09-30
805,4797,317,72,1,2025-11-18
806,192,727,161,2,2024-07-12
807,4633,113,70,1,2024-10-11
808,3422,297,200,3,2024-05-09
809,1495,733,105,1,2025-05-04
810,3102,940,143,5,2024-11-29
811,4437,237,157,2,2024-11-02
812,4007,392,92,5,2024-12-20
813,4565,454,68,4,2024-09-14
814,1102,394,173,3,2024-01-15
815,2048,534,58,3,2024-11-15
816,3631,579,84,4,2024-06-21
817,1788,277,184,3,2024-01-26
818,800,983,45,3,2025-12-02
819,2160,215,72,3,2024-04-08
820,3367,806,127,4,2024-08-08
821,54,754,90,1,2025-03-10
822,3642,255,81,4,2024-10-21
823,396,30,194,1,2025-05-13
824,610,400,76,1,2024-02-24
825,1576,73,26,1,2024-08-14
826,1128,791,164,2,2025-03-27
827,586,556,100,5,2024-01-17
828,999,555,89,3,2025-03-27
829,3679,343,123,3,2024-05-08
830,4930,970,39,1,2024-05-15
831,4997,779,165,1,2025-03-11
832,1670,507,197,4,2024-01-22
833,3127,957,99,3,2025-11-21
834,3513,705,62,5,2024-01-27
835,1142,786,127,5,2024-11-29
836,3654,334,43,4,2025-08-30
837,1779,254,101,1,2024-05-14
838,3459,912,102,5,2025-11-13
839,3820,773,80,5,2024-04-09
840,3863,105,171,4,2024-02-23
841,1880,774,195,5,2025-06-03
842,76,889,145,5,2024-01-12
843,2319,86,199,4,2024-05-24
844,1984,243,60,3,2024-06-02
845,3478,705,5,1,2025-05-03
846,1096,583,107,3,2024-08-28
847,2770,942,146,1,2025-07-28
848,1922,387,15,4,2025-04-18
849,1542,843,117,2,2024-06-04
850,2597,800,103,4,2025-09-04
851,3099,576,16,4,2025-02-04
852,763,187,17,4,2024-08-19
853,3741,143,8,3,2025-09-26
854,3482,426,129,3,2025-06-18
855,3117,705,167,4,2024-03-04
856,2989,408,126,1,2024-11-28
857,4616,593,165,1,2024-02-15
858,2726,412,148,5,2025-01-15
859,4026,516,164,5,2024-11-26
860,624,528,50,3,2025-08-12
861,3765,591,125,1,2025-12-29
862,1852,674,19,3,2025-12-07
863,4396,712,116,4,2024-12-24
864,1196,620,158,1,2025-03-23
865,4428,37,19,4,2025-08-21
866,3368,550,111,2,2024-04-23
867,2119,145,147,2,2025-03-27
868,3888,737,67,1,2025-09-09
869,4679,87,20,3,2024-05-25
870,3583,513,45,4,2024-04-04
871,4240,444,28,4,2024-05-05
872,861,336,162,5,2025-03-05
873,4834,496,151,4,2024-03-02
874,4541,739,58,5,2025-03-16
875,2126,983,83,5,2024-09-03
876,3361,681,175,4,2024-05-23
877,3192,474,71,1,2024-03-10
878,2976,311,145,4,2024-09-18
879,4530,675,14,5,2025-10-29
880,381,147,178,3,2024-09-22
881,3269,941,12,4,2024-03-21
882,2699,61,165,2,2024-08-12
883,2480,915,50,2,2025-11-12
884,478,486,159,3,2025-07-21
885,1149,683,112,1,2025-12-18
886,2235,308,160,5,2025-12-22
887,623,205,70,4,2024-08-01
888,3077,151,199,3,2025-07-21
889,35,333,49,1,2024-08-21
890,3456,227,45,1,2024-02-06
891,452,283,149,3,2025-11-27
892,158,331,80,2,2025-01-28
893,1112,473,114,2,2025-01-15
894,117,761,133,4,2025-08-03
895,4347,237,8,1,2025-11-15
896,12,539,79,3,2024-09-08
897,2656,724,78,5,2025-11-23
898,2643,816,109,2,2024-01-08
899,4916,141,109,3,2025-07-23
900,3092,29,128,1,2025-07-05
901,3321,837,37,4,2025-12-10
902,2378,880,42,4,2024-06-18
903,1487,315,23,3,2024-01-04
904,4969,408,126,3,2025-03-14
905,1894,853,147,4,2024-04-04
906,1419,312,88,1,2024-03-06
907,852,382,64,1,2025-03-21
908,2997,856,53,1,2025-08-09
909,314,401,25,3,2025-06-03
910,199,318,163,1,2025-01-19
911,2119,145,9,1,2025-06-25
912,3883,120,190,5,2024-07-26
913,4217,666,104,2,2025-08-10
914,1158,337,51,5,2025-03-17
915,3768,699,8,3,2024-07-16
916,4762,629,102,4,2025-01-29
917,3894,39,95,1,2024-11-02
918,2795,956,182,3,2024-01-18
919,3961,177,151,1,2025-07-20
920,4921,923,17,1,2025-07-28
921,3167,742,55,4,2025-07-26
922,2404,596,57,3,2024-02-28
923,4991,859,111,2,2025-04-20
924,2969,882,199,3,2025-12-31
925,4414,159,87,2,2025-01-29
926,4995,938,151,1,2024-06-30
927,4959,202,27,3,2024-03-08
928,1286,168,175,3,2024-06-19
929,3147,625,13,4,2024-04-09
930,2869,695,122,5,2025-09-09
931,4721,167,93,1,2024-05-13
932,3795,644,116,3,2024-03-05
933,821,343,101,3,2024-06-12
934,3550,249,176,1,2024-06-08
935,1063,234,198,1,2025-10-30
936,3402,911,107,5,2024-09-02
937,1067,440,36,2,2025-07-13
938,651,958,82,4,2024-07-30
939,2990,510,67,1,2024-02-16
940,4591,785,92,4,2024-02-09
941,2377,712,174,2,2025-10-27
942,3779,758,182,2,2025-06-01
943,1409,841,93,5,2025-03-30
944,1618,993,148,5,2025-12-11
945,603,678,104,3,2025-04-17
946,2534,533,76,2,2025-04-24
947,2557,697,76,4,2025-01-11
948,4589,676,188,4,2025-12-07
949,4001,851,180,3,2025-10-20
950,4908,941,129,1,2024-01-23
951,3015,558,92,5,2025-08-27
952,1179,567,45,3,2025-01-13
953,1893,933,10,2,2024-02-02
954,266,907,195,4,2024-05-09
955,847,320,16,3,2025-09-15
956,2975,878,186,3,2024-01-07
957,3819,333,62,2,2025-05-22
958,4526,115,102,4,2024-09-25
959,625,185,52,5,2024-11-02
960,2738,336,52,1,2024-07-16
961,961,710,190,2,2024-01-24
962,590,182,39,5,2025-06-08
963,1964,405,117,3,2024-11-23
964,2345,616,24,3,2024-06-08
965,1492,230,19,2,2025-01-18
966,4940,515,194,3,2024-10-24
967,2271,311,24,5,2025-12-24
968,2037,968,156,3,2024-05-08
969,2032,287,71,2,2025-06-05
970,1879,108,99,3,2024-03-13
971,1117,249,160,3,2024-04-03
972,3489,857,191,2,2025-02-05
973,4133,411,86,2,2024-05-31
974,296,242,34,3,2024-11-18
975,1987,622,29,5,2025-03-17
976,130,465,49,1,2024-08-28
977,3982,210,147,2,2024-07-13
978,2507,132,143,2,2024-01-12
979,4032,950,125,3,2025-03-13
980,4052,954,95,1,2025-10-05
981,4967,391,119,2,2024-04-20
982,2755,739,151,1,2024-05-06
983,2368,470,175,2,2025-05-19
984,3777,835,79,2,2024-07-30
985,3029,124,50,4,2025-04-25
986,1663,920,90,5,2024-02-25
987,3332,559,179,5,2024-07-03
988,3241,382,94,1,2024-08-04
989,4450,571,53,3,2025-10-09
990,4937,186,115,2,2024-06-04
991,3193,113,60,1,2024-04-30
992,4365,513,70,1,2024-04-16
993,4007,392,37,5,2025-08-22
994,1437,45,132,1,2025-08-09
995,1812,731,18,5,2024-08-09
996,3128,564,92,1,2025-06-03
997,3092,29,119,4,2025-08-21
998,438,69,96,5,2024-08-06
999,219,913,63,2,2024-07-30
1000,413,535,116,1,2025-09-07
1001,2724,938,170,1,2024-07-11
1002,34,940,68,5,2025-10-26
1003,1601,259,196,5,2024-03-25
1004,397,917,164,5,2025-07-29
1005,1422,54,1,4,2024-01-22
1006,2725,847,197,2,2024-01-19
1007,114,909,1,5,2024-06-05
1008,1917,359,170,5,2025-07-31
1009,2664,7,51,4,2025-11-03
1010,3524,520,65,5,2025-10-13
1011,4317,455,197,1,2025-07-12
1012,486,786,126,1,2024-09-29
1013,1462,59,192,2,2024-07-27
1014,663,243,121,3,2025-10-21
1015,2369,776,6,5,2025-03-07
1016,4538,931,83,2,2025-07-09
1017,4278,837,55,2,2025-01-13
1018,2681,542,3,5,2025-07-28
1019,2181,45,85,1,2025-01-06
1020,1107,781,123,5,2025-06-21
1021,59,313,26,4,2025-05-12
1022,3251,255,4,5,2025-03-22
1023,3501,348,6,5,2024-02-07
1024,2654,176,137,4,2025-02-21
1025,3685,643,82,5,2025-05-21
1026,4663,646,126,5,2024-02-22
1027,1425,504,109,2,2024-10-13
1028,323,654,92,3,2025-03-04
1029,989,635,81,3,2024-10-06
1030,611,501,98,2,2024-07-23
1031,2438,263,181,3,2025-08-11
1032,4329,56,125,5,2025-10-10
1033,4301,319,62,4,2024-10-05
1034,67,217,10,5,2024-10-06
1035,816,625,27,1,2025-12-08
1036,623,205,101,5,2024-07-09
1037,84,514,105,4,2024-01-30
1038,899,860,89,2,2025-08-13
1039,3639,875,109,1,2025-05-11
1040,4854,608,158,3,2024-09-18
1041,1356,188,171,2,2024-06-05
1042,4945,483,119,3,2025-07-21
1043,2256,601,23,5,2025-07-19
1044,4416,904,34,1,2024-04-02
1045,933,326,150,3,2025-04-19
1046,4276,907,93,4,2025-07-07
1047,2148,161,137,5,2025-07-17
1048,1628,470,102,2,2025-02-15
1049,4196,239,159,2,2025-10-24
1050,428,893,145,5,2024-04-20
1051,1597,219,195,3,2025-09-29
1052,2782,200,134,4,2024-12-31
1053,109,168,11,5,2025-01-19
1054,224,833,35,4,2025-11-24
1055,1425,504,45,5,2024-04-19
1056,4522,421,46,3,2024-02-25
1057,514,644,15,2,2024-10-04
1058,931,743,85,5,2024-09-15
1059,2677,649,41,3,2024-10-10
1060,1773,698,118,3,2024-09-04
1061,2109,96,70,4,2025-04-10
1062,4763,701,15,5,2024-07-11
1063,1624,889,125,2,2025-03-02
1064,4837,466,195,2,2024-08-11
1065,1950,211,7,3,2024-12-18
1066,2641,532,76,4,2024-02-29
1067,3150,870,12,5,2025-11-16
1068,2930,445,88,1,2024-03-14
1069,1187,73,24,4,2025-01-02
1070,2216,647,109,5,2025-01-21
1071,2704,290,137,4,2024-03-29
1072,3158,148,67,3,2024-11-09
1073,4986,728,134,4,2025-02-02
1074,3252,715,64,3,2025-06-15
1075,4748,783,78,3,2025-08-22
1076,3477,780,79,1,2025-06-21
1077,4173,624,72,5,2025-12-30
1078,1003,856,37,3,2025-04-26
1079,2600,111,134,1,2024-02-20
1080,1900,339,42,4,2024-02-14
1081,4291,16,142,4,2024-04-29
1082,4842,521,97,1,2024-09-19
1083,1952,555,86,1,2024-06-29
1084,3475,33,142,2,2025-11-05
1085,2957,263,65,2,2025-10-17
1086,2528,873,195,3,2025-08-26
1087,733,84,25,4,2024-01-12
1088,1478,661,123,4,2024-12-25
1089,3657,776,182,5,2024-12-08
1090,2281,911,119,3,2024-06-26
1091,4290,73,150,2,2025-08-24
1092,51,445,167,3,2024-01-24
1093,1076,936,82,5,2025-11-18
1094,731,698,125,3,2024-10-22
1095,1190,770,61,2,2025-03-21
1096,1611,741,108,1,2024-10-04
1097,4914,130,103,5,2025-06-10
1098,2425,702,158,3,2025-06-30
1099,1506,152,72,4,2024-03-08
1100,2380,599,11,5,2024-04-21
1101,3816,540,127,4,2024-10-18
1102,810,124,149,3,2025-03-26
1103,3855,170,144,3,2025-03-27
1104,1531,972,102,4,2025-06-19
1105,3104,482,79,2,2025-03-18
1106,4168,174,20,2,2025-03-20
1107,22,559,193,5,2025-12-15
1108,4602,545,69,1,2025-10-12
1109,2461,421,57,1,2025-06-03
1110,1320,969,194,5,2025-11-05
1111,110,783,147,4,2024-08-27
1112,4180,354,6,1,2024-08-14
1113,3020,536,22,4,2024-12-29
1114,3612,408,145,5,2025-12-17
1115,808,848,107,1,2025-04-21
1116,498,213,62,4,2024-10-08
1117,1155,141,16,4,2025-03-24
1118,4218,604,54,3,2024-08-08
1119,3597,237,93,2,2024-10-31
1120,3661,870,180,1,2025-08-03
1121,2881,15,95,4,2024-02-24
1122,3449,366,133,3,2024-12-12
1123,926,860,199,3,2024-01-31
1124,863,729,156,1,2025-12-12
1125,4757,208,199,2,2024-07-30
1126,2489,385,38,2,2024-10-24
1127,997,599,51,2,2024-04-01
1128,19,361,21,4,2024-05-17
1129,2856,717,72,4,2025-12-17
1130,1991,934,112,3,2025-09-29
1131,1428,830,63,4,2025-12-13
1132,3898,758,193,2,2024-04-08
1133,3889,917,186,5,2025-06-02
1134,4650,265,166,3,2024-08-28
1135,964,54,110,3,2024-01-21
1136,4181,939,61,2,2025-02-04
1137,4463,855,64,1,2025-11-25
1138,306,723,96,1,2024-05-05
1139,3943,266,18,3,2025-06-17
1140,267,140,103,3,2024-06-04
1141,4351,357,93,4,2024-07-31
1142,3751,621,123,2,2024-08-01
1143,1309,550,24,1,2024-02-17
1144,4260,963,33,4,2025-12-20
1145,2710,541,184,5,2025-12-24
1146,3691,141,148,3,2025-04-25
1147,1499,620,152,4,2025-06-10
1148,4179,294,63,5,2024-10-15
1149,2264,982,78,4,2024-05-24
1150,3592,697,99,1,2025-01-15
1151,3184,184,8,3,2024-05-17
1152,4064,588,114,1,2025-12-14
1153,2866,921,136,1,2024-04-02
1154,1368,764,182,5,2025-03-05
1155,1639,201,177,4,2025-06-06
1156,2304,47,103,2,2025-04-26
1157,3468,958,88,2,2025-02-12
1158,2617,878,4,2,2024-11-06
1159,1164,623,25,1,2024-03-22
1160,1159,806,37,5,2025-07-12
1161,325,783,139,1,2024-10-16
1162,3994,671,196,5,2025-03-24
1163,358,58,155,4,2024-09-19
1164,3018,343,117,1,2025-07-16
1165,2861,845,26,1,2025-05-30
1166,3795,644,148,2,2025-04-19
1167,1026,819,104,1,2025-10-24
1168,4391,405,195,3,2024-04-15
1169,4151,359,124,2,2024-04-22
1170,298,991,157,5,2024-10-04
1171,3253,761,150,5,2024-06-22
1172,2265,699,148,5,2025-07-27
1173,4342,449,18,2,2025-04-23
1174,3178,534,149,4,2025-12-16
1175,1353,582,2,2,2024-10-03
1176,3448,251,192,2,2025-09-02
1177,523,614,41,3,2025-03-18
1178,3238,806,24,2,2025-01-15
1179,1799,533,105,4,2024-04-16
1180,1031,602,124,5,2025-12-10
1181,1739,877,58,5,2025-02-15
1182,4271,225,138,5,2024-07-20
1183,1609,935,200,3,2024-10-13
1184,1415,205,119,4,2024-08-24
1185,244,72,156,4,2024-10-19
1186,4070,65,186,3,2025-04-16
1187,1087,114,167,1,2024-11-14
1188,245,611,152,4,2024-07-08
1189,4497,611,192,4,2024-09-27
1190,4197,613,40,4,2025-09-01
1191,4988,607,104,2,2024-05-06
1192,2749,516,175,5,2025-07-06
1193,3504,859,46,1,2025-03-28
1194,4547,631,41,1,2024-05-11
1195,3650,656,4,2,2024-07-13
1196,4797,317,174,4,2025-03-29
1197,2936,963,41,5,2024-04-15
1198,352,646,173,2,2024-04-20
1199,3823,915,79,3,2024-12-29
1200,874,975,17,3,2024-06-12
1201,1607,358,63,2,2025-03-25
1202,3311,911,152,2,2025-08-26
1203,325,783,44,5,2025-04-07
1204,3591,930,155,4,2025-11-10
1205,1526,596,135,1,2024-10-04
1206,1465,797,39,1,2024-09-13
1207,1843,206,106,3,2025-07-07
1208,3282,314,115,5,2025-02-27
1209,2167,364,63,1,2024-08-09
1210,3606,797,71,4,2024-10-03
1211,289,673,45,2,2024-06-03
1212,3490,621,44,2,2025-01-11
1213,4472,742,128,5,2024-02-03
1214,541,794,194,4,2024-09-05
1215,35,333,172,2,2025-06-01
1216,1806,16,58,4,2025-04-07
1217,3971,111,155,3,2024-12-13
1218,2041,296,79,3,2025-05-28
1219,288,485,77,3,2024-02-08
1220,2997,856,62,1,2024-10-16
1221,4678,713,76,2,2024-03-10
1222,158,331,39,1,2025-12-02
1223,3342,463,2,5,2025-08-13
1224,3787,712,196,4,2025-08-27
1225,530,815,60,5,2025-06-14
1226,470,267,148,3,2025-04-15
1227,1717,822,153,4,2025-12-28
1228,946,380,32,1,2024-03-11
1229,2191,756,111,5,2025-02-19
1230,2610,747,110,4,2025-11-06
1231,2530,85,197,4,2025-12-04
1232,2537,872,134,4,2025-08-09
1233,259,605,96,2,2025-08-18
1234,1643,275,145,5,2024-07-10
1235,2089,722,14,4,2025-07-04
1236,4564,799,122,2,2025-02-01
1237,147,82,15,1,2025-12-21
1238,2435,419,9,4,2025-08-18
1239,815,986,40,5,2025-09-03
1240,427,896,133,1,2025-08-03
1241,636,197,198,4,2025-11-27
1242,4607,399,186,5,2025-09-05
1243,788,749,171,2,2024-01-17
1244,4134,400,89,4,2025-11-05
1245,2338,700,183,5,2025-06-07
1246,3779,758,85,2,2025-12-17
1247,3426,311,136,2,2025-06-16
1248,3801,216,174,1,2024-01-14
1249,2754,189,61,1,2024-07-12
1250,692,883,86,4,2024-05-13
1251,3913,991,144,3,2024-01-06
1252,2695,562,96,5,2024-07-14
1253,1938,327,130,1,2025-09-16
1254,41,233,103,3,2025-11-27
1255,2095,255,1,2,2025-12-24
1256,2849,82,39,4,2024-09-24
1257,784,207,66,4,2025-05-08
1258,4275,574,168,3,2024-09-15
1259,2060,601,123,3,2025-02-25
1260,62,160,193,2,2024-07-01
1261,3307,3,80,2,2025-10-21
1262,588,122,1,3,2024-01-24
1263,2390,511,16,3,2024-11-08
1264,4319,82,133,4,2025-04-22
1265,538,711,16,5,2025-06-17
1266,4491,827,77,3,2025-05-27
1267,101,764,80,5,2024-01-12
1268,2978,221,19,3,2025-08-14
1269,2050,443,160,3,2024-09-25
1270,377,162,57,4,2024-10-20
1271,2047,289,34,2,2024-01-08
1272,4041,605,71,1,2024-05-10
1273,727,600,120,5,2025-08-06
1274,2673,352,194,2,2024-08-17
1275,273,514,67,3,2024-08-14
1276,3355,766,140,4,2024-04-06
1277,2061,272,40,3,2024-06-28
1278,4334,683,35,3,2024-07-16
1279,363,929,69,5,2025-11-06
1280,1439,917,54,5,2024-03-02
1281,3416,282,174,1,2024-09-08
1282,4476,289,41,4,2024-07-01
1283,1391,673,45,3,2025-09-14
1284,2292,79,178,2,2025-07-02
1285,1156,156,69,5,2024-10-30
1286,521,543,103,1,2025-08-08
1287,3712,997,50,4,2025-09-13
1288,384,627,167,4,2024-11-20
1289,3906,659,37,4,2024-08-16
1290,3476,210,99,5,2025-12-04
1291,1872,726,170,3,2024-08-27
1292,2333,549,193,4,2024-11-18
1293,3238,806,2,1,2024-06-29
1294,468,814,38,2,2024-01-13
1295,1495,733,122,4,2024-05-20
1296,1255,815,107,1,2024-11-21
1297,4369,403,113,5,2025-11-26
1298,4258,690,65,5,2025-10-10
1299,2141,959,148,1,2024-12-03
1300,1595,488,43,4,2024-01-06
1301,4078,524,141,2,2024-07-07
1302,2839,182,44,2,2024-10-02
1303,1938,327,109,4,2025-10-29
1304,3586,343,63,1,2024-08-24
1305,4571,681,77,2,2025-10-18
1306,2559,156,120,1,2024-08-30
1307,473,999,84,2,2025-04-20
1308,1534,658,44,5,2024-01-18
1309,1759,413,166,1,2025-02-01
1310,3706,560,82,5,2024-11-12
1311,2427,785,121,1,2025-09-22
1312,1080,96,105,4,2024-10-11
1313,773,634,65,2,2025-08-09
1314,1762,114,37,2,2025-07-27
1315,2573,164,91,3,2024-11-30
1316,625,185,40,3,2024-02-10
1317,1705,223,39,4,2025-10-04
1318,464,296,84,5,2024-07-12
1319,2621,392,41,2,2024-01-08
1320,1476,704,98,1,2025-12-06
1321,217,52,19,5,2024-05-16
1322,1602,71,131,2,2024-11-02
1323,865,457,142,3,2025-11-28
1324,1249,967,78,5,2024-05-04
1325,1752,17,115,2,2024-02-10
1326,4831,879,118,4,2024-04-13
1327,1972,82,121,1,2025-06-08
1328,1975,131,18,3,2024-11-21
1329,343,414,42,4,2024-02-26
1330,2032,287,80,3,2024-05-04
1331,3410,224,151,5,2024-07-11
1332,4761,22,15,4,2024-09-17
1333,3588,251,36,1,2025-01-26
1334,2694,628,169,3,2024-04-10
1335,4510,930,2,3,2024-04-21
1336,640,265,17,1,2025-06-05
1337,1444,711,151,2,2024-07-05
1338,914,417,147,2,2024-10-21
1339,252,696,8,1,2024-08-17
1340,4295,145,89,2,2025-08-13
1341,2499,390,100,3,2024-03-04
1342,2357,981,130,1,2024-01-27
1343,1244,533,103,2,2024-09-07
1344,3041,390,190,2,2024-07-18
1345,1318,558,167,2,2024-05-03
1346,4074,895,37,2,2025-08-05
1347,1110,213,187,5,2025-10-14
1348,1077,391,154,2,2025-07-07
1349,2830,20,17,3,2025-06-03
1350,4011,755,27,1,2024-10-16
1351,1444,711,57,2,2025-05-21
1352,1929,59,173,2,2024-11-20
1353,2924,322,1,1,2024-06-25
1354,517,60,158,2,2024-04-12
1355,701,731,187,3,2025-09-24
1356,2949,732,81,1,2025-02-05
1357,4793,158,19,1,2024-02-23
1358,4061,956,128,1,2025-09-06
1359,768,765,63,5,2024-12-13
1360,3205,25,190,2,2025-11-29
1361,955,566,190,2,2024-04-04
1362,4859,713,143,1,2024-12-02
1363,1318,558,26,5,2025-05-05
1364,3359,922,154,5,2025-10-18
1365,3597,237,126,3,2025-11-09
1366,233,416,165,2,2025-11-08
1367,1144,945,186,5,2024-03-31
1368,3397,193,113,3,2025-10-30
1369,824,176,58,2,2025-10-13
1370,748,398,104,3,2024-05-03
1371,913,276,4,5,2025-10-25
1372,2910,373,83,3,2025-12-05
1373,4850,670,167,1,2025-10-01
1374,3739,584,44,5,2025-04-24
1375,3669,769,15,5,2025-07-04
1376,3056,437,114,1,2025-05-12
1377,3264,104,198,4,2024-09-04
1378,4224,4,86,1,2025-11-11
1379,4122,197,144,1,2025-08-31
1380,3760,987,49,1,2024-04-20
1381,2890,297,57,3,2024-10-09
1382,2188,855,41,2,2024-04-26
1383,4278,837,122,4,2025-12-08
1384,1767,901,178,4,2024-02-23
1385,1215,829,44,1,2025-11-14
1386,3266,919,89,3,2024-04-22
1387,4878,751,148,1,2024-11-04
1388,3051,282,84,5,2025-06-18
1389,964,54,183,2,2024-01-29
1390,4803,969,26,4,2024-09-25
1391,3671,247,142,3,2025-01-24
1392,880,221,115,2,2025-10-25
1393,3757,490,101,1,2025-10-06
1394,3299,433,188,1,2025-09-22
1395,719,153,123,5,2024-07-11
1396,3091,443,140,2,2025-12-23
1397,1044,387,69,4,2024-07-14
1398,4305,188,170,4,2025-01-11
1399,4449,15,35,2,2025-10-25
1400,3600,162,150,5,2024-07-28
1401,2806,576,193,5,2025-04-11
1402,2885,163,85,2,2025-01-17
1403,334,661,44,2,2024-02-22
1404,4615,977,180,3,2025-01-22
1405,4816,99,184,3,2025-02-25
1406,4186,703,75,4,2025-09-25
1407,2716,757,27,1,2025-03-11
1408,113,502,191,4,2024-03-14
1409,2554,315,130,2,2025-04-20
1410,3181,965,87,5,2024-11-14
1411,1052,78,121,3,2025-12-23
1412,3149,316,2,1,2024-04-09
1413,4380,917,124,2,2024-01-23
1414,2204,187,33,3,2025-08-13
1415,2694,628,142,4,2024-05-13
1416,4992,554,140,3,2024-07-25
1417,4188,550,167,2,2025-10-26
1418,4976,492,62,2,2024-11-12
1419,1746,225,57,5,2025-04-10
1420,3878,743,125,1,2025-04-14
1421,4142,965,125,2,2024-01-17
1422,3860,585,179,4,2025-07-23
1423,633,867,15,4,2025-07-15
1424,200,101,59,5,2025-04-28
1425,4068,771,189,5,2025-03-23
1426,2585,478,31,1,2025-08-11
1427,1397,122,122,2,2024-03-03
1428,3116,787,155,2,2025-12-12
1429,4161,551,32,2,2025-07-10
1430,4464,151,113,3,2024-10-22
1431,547,360,24,1,2024-10-01
1432,1068,461,47,1,2024-05-24
1433,4313,561,174,4,2024-04-04
1434,201,211,144,4,2025-02-03
1435,743,292,33,5,2025-11-03
1436,2218,583,106,3,2024-11-23
1437,3625,489,58,1,2024-04-12
1438,4661,491,106,3,2025-03-18
1439,4537,711,74,2,2024-06-18
1440,3153,872,110,3,2025-07-07
1441,2491,450,40,3,2025-06-14
1442,693,392,140,1,2025-09-29
1443,3722,753,21,1,2025-02-21
1444,1345,502,6,1,2024-10-24
1445,2313,953,190,3,2025-10-22
1446,412,876,92,5,2025-07-10
1447,1955,850,39,2,2025-12-24
1448,1664,861,39,4,2025-07-16
1449,134,461,36,1,2024-10-16
1450,3125,259,43,4,2024-02-06
1451,461,863,48,3,2025-11-10
1452,2616,411,140,4,2024-11-04
1453,494,910,192,5,2025-04-17
1454,58,353,17,1,2025-05-10
1455,453,155,171,2,2025-08-18
1456,3760,987,5,1,2024-06-23
1457,4625,305,113,4,2025-07-30
1458,4035,27,192,5,2024-04-07
1459,719,153,82,3,2024-09-06
1460,2240,204,82,2,2024-10-04
1461,3257,443,62,3,2024-08-18
1462,705,991,165,2,2025-07-11
1463,129,424,129,3,2024-08-01
1464,2631,944,69,1,2025-09-18
1465,2205,642,6,2,2025-03-03
1466,676,313,88,5,2025-04-09
1467,335,788,23,5,2025-06-06
1468,1673,430,22,2,2024-08-02
1469,1414,197,105,1,2024-02-21
1470,4777,606,84,2,2024-02-21
1471,4132,490,72,5,2024-12-15
1472,815,986,64,2,2024-02-14
1473,2088,740,192,3,2025-02-13
1474,4975,50,2,3,2024-12-12
1475,1685,565,13,5,2025-06-20
1476,2855,900,156,1,2024-07-12
1477,2403,213,125,3,2024-09-18
1478,3288,130,31,1,2024-12-14
1479,3926,677,57,5,2025-01-01
1480,1241,962,115,4,2024-12-31
1481,3970,152,106,5,2025-01-08
1482,3245,826,10,1,2025-08-20
1483,4548,179,197,4,2024-09-20
1484,4197,613,7,2,2025-09-12
1485,2063,651,178,3,2024-02-05
1486,1100,830,66,3,2024-10-30
1487,575,809,175,3,2025-12-22
1488,2903,934,138,5,2024-05-23
1489,2991,997,11,1,2025-08-30
1490,1553,810,29,3,2024-10-13
1491,2028,785,102,3,2025-01-09
1492,1386,527,63,3,2025-09-09
1493,4858,155,63,1,2024-07-05
1494,3186,547,114,5,2024-08-03
1495,1477,74,45,1,2024-04-10
1496,2932,332,166,4,2025-12-14
1497,2411,797,159,5,2024-10-18
1498,1566,624,31,5,2024-10-27
1499,1615,117,17,3,2024-05-14
1500,2634,42,86,2,2025-06-09
1501,4243,630,94,2,2024-05-24
1502,382,422,16,5,2025-10-12
1503,2693,103,84,5,2024-12-09
1504,4718,304,53,5,2025-04-15
1505,4469,41,57,3,2024-06-08
1506,2508,482,181,4,2025-09-06
1507,293,115,87,4,2024-08-12
1508,834,731,180,1,2024-10-11
1509,3093,383,98,5,2024-11-24
1510,1251,335,175,3,2024-01-24
1511,3614,467,191,5,2024-11-07
1512,2846,764,55,4,2025-06-28
1513,3430,661,75,4,2025-12-28
1514,3604,749,129,3,2024-03-09
1515,629,745,84,4,2024-07-20
1516,4532,132,37,5,2025-07-20
1517,180,347,186,2,2025-06-02
1518,335,788,146,1,2024-01-14
1519,1074,33,90,3,2025-07-31
1520,1752,17,42,2,2024-12-22
1521,4183,548,80,1,2024-06-17
1522,1936,310,32,1,2024-05-03
1523,3468,958,8,5,2025-08-28
1524,3585,214,106,3,2025-01-25
1525,2943,661,159,2,2024-09-07
1526,876,42,146,1,2024-03-26
1527,1000,618,36,4,2025-01-20
1528,1596,559,126,3,2025-01-12
1529,1743,834,33,4,2024-08-16
1530,1050,510,33,4,2024-08-15
1531,1275,990,107,1,2024-02-19
1532,4924,869,81,3,2025-11-26
1533,3095,491,12,2,2024-07-26
1534,2509,215,42,3,2025-08-17
1535,2538,395,116,1,2024-03-21
1536,1062,670,94,3,2025-02-09
